,55137.63365,2756.881682,,,,,,,,,,,,,,,,,,,,
Truck,66677,0.987294654,Good,4,3,Diesel,Automatic,2500,137316,0.958059811,30/1/2024,21/3/2025,First,16274,10,3,15.29502361,1.044116321,New,Worn Out,Good,1
Truck,31393,1.048431631,Poor,5,8,Petrol,Automatic,1000,146104,1.003651373,6/2/2024,20/3/2025,First,23456,9,3,10.91617824,0.959217251,New,New,Weak,1
Truck,41143,1.047813624,Average,4,1,Petrol,Automatic,1000,42721,1.005914263,25/9/2023,3/7/2024,First,12195,5,1,17.28424237,0.979589871,New,New,New,1
Truck,30768,1.013612932,Good,1,3,Petrol,Automatic,2500,54268,0.996136694,19/5/2023,5/2/2026,Second,10279,6,2,16.31541982,1.030765767,Worn Out,Good,Good,0
Truck,46244,1.036813314,Average,4,2,Petrol,Automatic,1000,53050,1.029929523,23/1/2024,6/11/2024,Third,19684,4,2,10.31013471,0.950828177,Worn Out,Good,Good,1
Truck,40957,1.049933582,Average,3,7,Electric,Manual,2500,146543,1.025120979,18/11/2023,16/8/2024,Second,13839,4,0,11.08282045,1.009787174,Good,New,New,1
Truck,60608,1.043390436,Poor,3,10,Petrol,Manual,2000,32769,1.0150339,20/5/2023,28/8/2025,First,20718,5,1,14.31988925,0.984314338,Worn Out,Worn Out,New,1
Truck,50352,1.00621241,Good,1,4,Petrol,Manual,1500,140377,0.998081241,4/5/2023,24/6/2025,First,8240,3,0,18.7103685,0.97554512,Worn Out,New,New,0
Truck,30211,0.981211771,Good,4,4,Electric,Manual,2500,108733,0.983254967,18/10/2023,11/6/2024,First,17115,4,1,19.45717138,0.958458624,Good,New,Weak,1
Truck,48560,0.9652437,Good,5,4,Diesel,Manual,1000,49846,1.043690978,17/10/2023,28/5/2024,Second,27467,6,2,12.57612278,1.03776322,Worn Out,Worn Out,Weak,1
Truck,76475,0.959924702,Good,0,2,Electric,Automatic,800,72305,0.98607585,27/9/2023,27/7/2024,Third,22531,3,1,13.30970425,1.046809024,Good,New,New,0
Truck,70900,0.952160882,Average,4,3,Electric,Manual,1000,115461,0.992859911,28/8/2023,25/5/2024,Third,20614,8,1,17.1139278,0.973655197,Good,Good,New,1
Truck,56541,0.974683134,Poor,3,7,Diesel,Manual,2500,142133,0.976736374,2/4/2023,5/11/2024,Second,24653,7,0,18.73114183,1.025497434,Worn Out,New,Good,1
Truck,46006,0.986581519,Average,4,6,Petrol,Automatic,1500,24814,1.033733251,20/9/2023,11/9/2024,First,11999,4,0,18.19782571,0.99083962,Worn Out,New,Good,1
Truck,39181,0.950110929,Poor,4,1,Petrol,Manual,1500,123139,1.001323051,2/6/2023,25/9/2024,Second,12566,2,3,10.45583576,0.95501079,Good,New,Good,1
Truck,74802,1.000619373,Poor,5,5,Electric,Manual,1000,80511,0.963963822,19/4/2023,4/12/2024,First,22266,8,0,12.74570704,0.990826492,Worn Out,Worn Out,Good,1
Truck,38138,1.044956251,Good,0,7,Electric,Manual,2500,18597,0.97169749,12/8/2023,22/7/2024,First,25650,8,2,19.53352647,0.990552023,Good,New,Weak,1
Truck,75558,0.971618935,Good,5,7,Petrol,Automatic,1500,70491,1.02791876,4/5/2023,12/9/2024,Third,24691,1,2,15.01251632,1.037203922,Worn Out,New,Weak,1
Truck,63271,1.03993284,Good,0,6,Petrol,Manual,1500,55006,1.039228573,30/7/2023,1/12/2024,Second,16810,7,0,18.35286933,1.004455289,Worn Out,Worn Out,New,1
Truck,51498,0.989633027,Average,5,7,Diesel,Automatic,1500,23098,1.000161307,23/11/2023,1/5/2025,Second,28812,6,2,13.840411,0.993980054,New,Good,Weak,1
Truck,77871,0.99946229,Poor,4,1,Petrol,Manual,800,61881,0.961458695,28/12/2023,18/11/2024,Third,14429,10,2,17.84130661,1.022381618,Worn Out,New,Weak,1
Truck,79098,0.987423918,Poor,0,4,Electric,Manual,1000,30917,1.022265598,22/9/2023,2/10/2024,First,23360,2,1,11.30071081,0.961099467,New,Good,Good,0
Truck,30355,1.007084161,Average,3,8,Diesel,Automatic,2500,112829,0.969820712,9/4/2023,5/5/2025,Third,22110,9,2,14.12176623,1.031174084,Good,New,Good,1
Truck,36141,1.04440436,Average,3,9,Petrol,Manual,2500,51150,1.016879382,24/5/2023,11/7/2025,Second,7975,1,1,12.80649627,0.968497695,Good,New,Good,1
Truck,70566,1.045837805,Good,0,10,Petrol,Automatic,1000,43731,0.986789847,22/11/2023,1/7/2024,First,28243,7,1,16.90766196,0.966149998,Worn Out,Good,Good,0
Truck,68170,1.038097339,Good,2,9,Diesel,Manual,2000,135941,1.037458224,9/1/2024,26/8/2025,First,26991,5,1,19.48843131,1.043602838,Worn Out,New,New,0
Truck,53370,0.994375319,Poor,0,3,Electric,Automatic,1000,4815,0.984312901,15/12/2023,29/1/2026,First,21340,10,0,10.86813604,1.012972576,Worn Out,Worn Out,New,1
Truck,54528,0.995725883,Poor,5,3,Petrol,Manual,1000,95298,0.979774874,27/11/2023,23/10/2025,Third,27116,8,3,17.35826277,0.975731235,New,New,Weak,1
Truck,50812,1.010837115,Good,4,9,Electric,Automatic,800,112442,1.019773496,6/9/2023,16/10/2025,Third,26253,3,2,14.46219724,1.048273505,New,New,Weak,1
Truck,58616,1.019024761,Average,3,4,Petrol,Manual,2000,141337,0.996809271,28/8/2023,20/3/2026,Third,8424,10,3,13.68038362,1.044863928,New,New,New,1
Truck,34756,0.990158065,Good,2,2,Diesel,Manual,2000,44714,0.954703382,2/7/2023,25/6/2024,First,25125,7,3,18.58536575,1.049359466,New,New,Good,0
Truck,62697,1.03349804,Good,1,3,Electric,Manual,2500,120929,1.027363554,6/11/2023,27/1/2025,First,7963,4,2,16.49889538,1.020145725,New,New,Weak,1
Truck,30603,1.030809079,Poor,5,10,Petrol,Automatic,2500,136252,0.988535044,20/10/2023,9/11/2024,Third,28191,8,2,14.04470415,0.97898683,Worn Out,New,Good,1
Truck,39561,1.01523866,Good,3,3,Electric,Automatic,800,33824,1.009060853,26/7/2023,29/10/2024,Third,5384,1,2,12.98289895,0.974592939,Worn Out,New,Good,0
Truck,50765,0.951457955,Good,5,7,Diesel,Automatic,2500,45420,1.022029396,17/5/2023,1/4/2025,Second,25349,10,1,17.60326004,1.028737203,Good,Worn Out,Good,1
Truck,72485,0.955639677,Good,0,6,Petrol,Manual,2500,29569,0.981184593,30/11/2023,23/12/2024,First,21410,5,1,16.43104677,0.996736168,Worn Out,New,Weak,1
Truck,73185,0.971783734,Good,1,1,Electric,Manual,2000,45426,0.998338692,7/12/2023,3/11/2024,First,14535,7,0,19.27004911,0.976313158,Worn Out,Worn Out,New,1
Truck,70636,0.984568533,Average,0,5,Diesel,Automatic,800,110953,0.99549487,10/8/2023,4/8/2025,Second,6118,10,2,18.52855752,1.041124979,Good,New,Good,1
Truck,55433,0.955705377,Poor,5,2,Diesel,Manual,1000,58615,0.970589809,15/9/2023,11/3/2025,Third,16611,10,3,19.60327365,1.033056742,Worn Out,Worn Out,Good,1
Truck,71976,0.979236906,Poor,2,7,Electric,Manual,2500,131850,1.003057691,27/11/2023,17/12/2024,First,25259,10,2,11.90094059,1.044398681,Worn Out,Good,Good,1
Truck,72440,1.031474067,Poor,0,9,Diesel,Manual,800,43972,0.992804365,28/5/2023,9/3/2025,First,10743,5,1,15.8613217,1.036204711,New,Good,Weak,1
Truck,74283,1.019165868,Poor,0,4,Petrol,Manual,800,84621,1.03131404,10/1/2024,20/11/2025,Second,21253,5,3,17.42530499,0.987706191,Worn Out,New,Weak,1
Truck,32957,1.049547578,Poor,0,4,Electric,Automatic,2500,115896,1.00439312,20/9/2023,17/4/2025,First,6724,1,2,10.69161932,0.970641361,Worn Out,Good,Weak,1
Truck,42745,1.010173382,Good,1,2,Electric,Manual,1500,138913,0.96225674,26/12/2023,21/5/2024,First,23955,3,1,10.82905695,1.034832736,New,Worn Out,Good,1
Truck,42811,0.986889883,Good,4,4,Diesel,Automatic,1000,39179,1.037687772,21/7/2023,7/9/2024,Third,25982,8,1,17.5115945,0.953909481,Good,Worn Out,Good,1
Truck,58220,0.988657029,Poor,5,8,Diesel,Automatic,2500,41670,1.028407915,22/11/2023,28/9/2025,Third,21168,9,2,18.64634661,0.963867194,New,Good,New,1
Truck,60733,0.967167669,Good,5,6,Petrol,Automatic,1000,18081,0.986212094,30/7/2023,14/11/2025,First,8234,9,3,17.26728325,0.991348772,Worn Out,Worn Out,New,1
Truck,42601,1.027552027,Good,1,2,Diesel,Automatic,1000,35629,1.036057036,16/10/2023,26/11/2024,Second,21964,1,3,17.45499954,1.034664371,New,Worn Out,Good,1
Truck,43841,1.007027941,Poor,2,7,Petrol,Automatic,1000,113878,1.000333814,25/12/2023,16/9/2024,Third,26024,1,0,15.16111643,0.961651053,New,New,Weak,1
Truck,76484,1.023785439,Average,0,7,Petrol,Automatic,2000,11350,1.041777028,28/7/2023,24/11/2024,Second,8136,3,0,17.09817652,1.027468334,Worn Out,Good,Good,0
Truck,41017,1.049212778,Good,1,7,Electric,Automatic,2500,89520,1.045898393,10/1/2024,25/1/2025,First,24822,10,1,15.7251099,0.967604804,New,Good,Weak,1
Truck,47118,0.985845768,Average,1,7,Petrol,Manual,2000,32785,1.007966523,1/4/2023,25/2/2025,Third,20064,9,0,16.61499244,0.989218206,New,Good,New,0
Truck,55681,0.973533526,Good,0,8,Petrol,Manual,1500,100261,0.952538008,14/5/2023,14/6/2025,Third,23351,1,2,11.60493898,0.983882543,Worn Out,Good,Good,0
Truck,67871,1.041984927,Poor,1,6,Petrol,Manual,2000,80276,0.984165975,1/8/2023,22/10/2024,Third,14211,3,0,12.92559083,0.979698512,New,Good,Good,0
Truck,46848,0.996954203,Average,4,4,Petrol,Manual,800,7253,0.96428251,23/6/2023,24/12/2024,Second,7983,6,0,19.43303204,1.028383302,New,Worn Out,New,1
Truck,67178,1.002569609,Average,3,6,Petrol,Automatic,1000,21932,0.975295032,27/11/2023,1/7/2025,Second,6452,3,2,11.46703438,0.956686212,New,Good,New,1
Truck,50616,0.970039691,Poor,2,4,Petrol,Manual,2000,14563,0.995357483,26/2/2024,11/12/2024,Second,13200,3,3,13.27505946,1.048123079,New,Good,Good,1
Truck,63405,1.033863542,Good,2,2,Petrol,Manual,1500,99660,0.9894549,19/1/2024,21/3/2025,Third,18619,3,3,11.30290103,0.976907035,Worn Out,New,Weak,1
Truck,77951,0.975128261,Poor,1,5,Petrol,Automatic,1500,42234,0.977331124,1/10/2023,4/6/2025,Second,6601,4,2,15.67971934,1.010408521,Good,New,New,0
Truck,63360,1.044614945,Good,0,9,Electric,Manual,1000,68082,1.046890474,5/1/2024,20/8/2024,Second,8478,2,3,13.72003262,0.985133305,Worn Out,Worn Out,Good,1
Truck,45930,0.98543479,Poor,1,3,Electric,Automatic,2500,115542,0.953462607,3/7/2023,14/11/2024,Second,20314,7,1,18.94779385,0.972409424,Good,Worn Out,Good,1
Truck,77110,0.961107566,Good,2,3,Electric,Manual,800,82322,0.987700467,20/1/2024,24/10/2025,First,8967,6,2,14.66872125,1.004036366,Good,Good,Good,0
Truck,52008,0.996116,Average,2,6,Diesel,Automatic,2500,107757,1.025343973,3/2/2024,8/6/2025,First,15188,2,0,17.18283904,1.041293385,Worn Out,New,New,0
Truck,68284,1.045935841,Average,5,4,Electric,Automatic,1500,146674,1.020690015,4/10/2023,15/11/2025,First,29546,6,1,18.93163117,1.04708083,Worn Out,New,Good,1
Truck,58342,1.0306117,Good,2,4,Diesel,Automatic,1500,115570,1.029440522,31/5/2023,28/3/2025,Second,27441,5,2,16.45727542,1.001322054,Worn Out,Worn Out,Good,1
Truck,77054,0.955474599,Good,5,8,Petrol,Manual,2500,41253,0.952632083,8/12/2023,1/3/2026,Second,18266,10,3,11.90583619,0.968209746,New,New,New,1
Truck,58919,1.043373489,Good,3,6,Petrol,Manual,1500,8912,1.000839965,14/2/2024,18/9/2024,Third,7140,3,0,17.65408917,1.044219528,New,Good,New,0
Truck,30262,1.033394182,Average,5,10,Electric,Manual,1500,12419,1.016846408,2/2/2024,15/6/2024,Second,19237,1,0,14.26255193,0.988168658,Good,Good,Weak,1
Truck,60683,0.978964593,Good,2,6,Petrol,Automatic,1500,32129,1.024557668,21/4/2023,21/12/2025,Second,13055,2,0,11.11218386,1.000047532,New,Good,New,0
Truck,55302,0.98898549,Good,1,10,Diesel,Automatic,1500,21370,1.04307506,27/11/2023,17/10/2025,Third,19503,2,0,19.55793866,0.992685841,New,Worn Out,New,1
Truck,39492,1.034372881,Good,5,5,Diesel,Automatic,800,78113,1.025908321,13/4/2023,12/5/2024,Third,10829,2,2,11.46079515,1.036726322,Worn Out,Worn Out,Good,1
Truck,49435,0.97393286,Good,1,2,Petrol,Automatic,2500,47323,1.007845728,12/11/2023,10/10/2024,Third,18033,7,3,10.79851499,1.04207538,Good,Good,Weak,1
Truck,58375,0.955760138,Average,4,7,Electric,Automatic,2500,70151,1.018946434,18/8/2023,10/10/2024,Second,29090,3,2,18.17804796,0.953627259,New,New,Good,1
Truck,35331,1.044566014,Poor,2,9,Electric,Automatic,1000,148408,1.001939189,6/10/2023,25/7/2024,First,22375,2,0,17.34908508,1.044298313,Worn Out,Worn Out,Weak,1
Truck,45264,1.007860463,Poor,4,10,Diesel,Manual,800,117943,1.042052172,14/7/2023,15/2/2026,Second,7763,1,2,16.08764829,0.956181705,Worn Out,Good,Good,1
Truck,52620,1.024006456,Poor,1,8,Diesel,Automatic,2000,6088,1.04313387,10/9/2023,7/3/2025,Third,8414,10,1,16.90632933,1.038388169,New,Good,New,0
Truck,35051,1.003210921,Poor,3,6,Petrol,Automatic,2500,91913,0.958266648,22/8/2023,19/2/2025,Second,7776,5,2,12.37520401,1.041174367,Worn Out,Worn Out,Weak,1
Truck,78345,0.957774628,Poor,3,4,Diesel,Automatic,2000,119762,1.004916948,19/11/2023,2/10/2025,Third,14097,7,2,13.77107484,0.958794434,Good,Worn Out,Weak,1
Truck,49125,1.018447982,Average,0,9,Petrol,Automatic,1000,89732,0.993277156,14/7/2023,4/10/2025,Third,28148,6,3,12.1875173,0.962762322,Good,Good,Weak,1
Truck,53576,1.042117902,Average,0,5,Electric,Manual,2500,37447,1.041048985,10/1/2024,4/9/2025,Second,8233,7,1,17.49710212,0.96412928,Good,Good,Good,0
Truck,46950,1.035183059,Average,5,1,Electric,Automatic,800,141845,0.974536665,20/7/2023,30/5/2025,Second,15058,9,2,16.86409547,1.026677041,Worn Out,Good,New,1
Truck,38429,0.990443154,Good,4,3,Diesel,Automatic,2000,132357,0.993903389,7/1/2024,2/11/2025,Second,10829,2,1,14.17875086,0.972483362,Worn Out,Good,Good,1
Truck,62238,1.049628206,Good,3,2,Electric,Manual,2000,17475,1.030848971,27/5/2023,24/1/2025,Second,19467,1,2,13.57453889,0.998362959,Good,Good,Weak,1
Truck,47494,1.012563694,Good,5,3,Electric,Manual,1500,113078,0.954830967,21/4/2023,18/7/2025,Second,12887,5,3,17.85206887,1.039159067,Worn Out,New,Weak,1
Truck,46560,0.968316151,Good,1,5,Diesel,Automatic,2500,64997,0.970944273,25/11/2023,20/6/2025,Third,5296,3,3,17.87728712,1.030042907,New,Good,Weak,1
Truck,56234,0.994759003,Good,2,8,Diesel,Manual,2500,80053,1.04660871,9/4/2023,19/6/2024,First,7847,4,2,11.59542109,1.036682005,New,Good,Good,0
Truck,46417,1.047149497,Average,4,8,Petrol,Manual,1500,109772,1.006543459,4/11/2023,1/9/2024,First,23122,7,2,10.0722697,0.950944252,Worn Out,New,Good,1
Truck,49347,1.00820078,Good,0,8,Electric,Manual,2500,36100,1.046573703,30/1/2024,27/3/2025,First,14863,10,3,10.7620265,1.014837349,Worn Out,Worn Out,Good,1
Truck,71241,0.966745172,Good,2,10,Petrol,Manual,1500,64322,1.033491633,10/9/2023,22/11/2025,Second,23215,2,3,19.5639935,0.976599727,Worn Out,Worn Out,New,1
Truck,63117,0.981190012,Poor,4,2,Electric,Automatic,2000,135473,0.98891665,5/4/2023,29/12/2025,Second,20790,5,2,19.27119543,0.999537797,Good,New,New,1
Truck,43446,0.998068667,Average,4,3,Diesel,Automatic,800,21045,1.001208139,1/8/2023,20/7/2025,Second,15309,4,0,18.71126996,0.951734838,New,Good,Weak,1
Truck,62441,0.976898099,Good,3,7,Diesel,Automatic,2000,57231,1.036297204,26/11/2023,28/5/2024,Second,8954,2,3,18.49280894,0.995654177,New,Worn Out,New,1
Truck,72037,0.966560578,Poor,1,9,Diesel,Automatic,2500,21347,1.013728566,21/9/2023,3/3/2025,First,28247,4,0,11.56855058,1.01035848,Good,New,New,0
Truck,76947,0.958250015,Poor,2,1,Petrol,Automatic,2000,73620,0.96393854,23/4/2023,10/11/2025,Third,13973,6,0,12.66029171,0.979309397,Worn Out,Worn Out,New,1
Truck,60181,1.018352896,Good,5,8,Diesel,Automatic,1500,125973,0.967564973,3/7/2023,27/12/2025,Second,22511,6,3,12.26323931,0.990887394,Worn Out,Good,Weak,1
Truck,51756,1.00405651,Poor,0,2,Electric,Manual,1500,69738,1.036288836,21/6/2023,1/9/2024,Second,8718,5,0,12.99504811,1.01215894,New,Good,Good,0
Truck,69605,1.042014295,Poor,0,3,Petrol,Manual,2000,128918,1.030904408,26/10/2023,12/7/2024,First,8104,5,1,10.63222229,1.025543248,Worn Out,New,Weak,1
Truck,47357,0.993824408,Good,3,6,Diesel,Automatic,1500,5931,0.988747116,8/2/2024,29/11/2024,Second,15437,7,0,19.63139882,0.995800292,Good,Good,Weak,1
Truck,34600,1.014281511,Average,1,10,Diesel,Automatic,1500,6127,1.036842608,30/6/2023,11/1/2025,Third,29347,9,0,11.17967465,1.019416117,Good,Worn Out,Weak,1
Truck,32579,1.003955659,Poor,1,1,Petrol,Manual,800,86824,0.991286038,23/4/2023,20/12/2025,Third,8746,4,2,19.46740771,0.959564951,Good,New,Weak,1
Truck,60899,0.953224348,Poor,1,4,Diesel,Manual,1000,79083,0.973435014,5/9/2023,4/2/2025,Third,16607,7,1,15.29036415,0.950018713,Worn Out,New,Weak,1
Truck,56507,1.045344768,Average,4,5,Electric,Manual,800,107912,1.038554864,11/6/2023,22/1/2025,First,20830,10,2,15.90575343,1.032265581,Worn Out,Worn Out,New,1
Truck,57808,1.02771015,Average,3,2,Petrol,Manual,1500,49758,0.991958365,9/4/2023,23/8/2025,Second,27399,4,2,12.15197725,0.990115034,New,Worn Out,Good,1
Truck,52381,0.973544754,Average,4,8,Electric,Manual,1000,98166,0.955117624,15/10/2023,7/3/2026,First,17429,6,1,16.43313184,1.019243253,Good,Good,Good,1
Truck,72520,1.003518113,Average,0,5,Petrol,Automatic,800,6416,1.031383757,29/9/2023,16/11/2024,Third,29309,5,3,18.13895665,1.021305129,New,New,New,0
Truck,44424,0.996938927,Average,2,1,Diesel,Manual,2500,136473,1.003922961,13/1/2024,23/11/2025,First,10108,6,2,13.85135952,0.967842278,Good,New,New,0
Truck,64229,1.036663787,Average,4,4,Petrol,Automatic,800,128547,1.036531651,25/7/2023,6/4/2025,Third,22097,5,0,18.72262318,0.973319375,Good,Good,Weak,1
Truck,66806,1.000320189,Average,3,10,Petrol,Automatic,2000,87618,1.018477265,20/5/2023,27/2/2026,Third,8310,1,3,11.98123581,0.982268883,Good,Worn Out,New,1
Truck,31187,0.976376965,Poor,4,3,Petrol,Manual,2000,141522,0.97683078,11/10/2023,1/10/2025,Third,7945,3,3,15.92720349,0.965240867,New,Good,New,1
Truck,69688,0.998767606,Poor,2,8,Diesel,Manual,1000,111096,0.965835816,24/2/2024,14/7/2025,Third,22416,4,0,17.70385315,1.002075507,Good,New,New,1
Truck,79461,0.976575758,Poor,1,7,Petrol,Automatic,1500,1631,1.005618924,5/5/2023,19/12/2025,Second,28826,8,3,10.62598858,0.983628133,Good,Good,Weak,1
Truck,70502,0.98126026,Poor,0,5,Electric,Manual,1000,58709,0.972342937,29/8/2023,18/6/2025,Second,17881,4,1,17.1740533,1.016781251,Worn Out,New,New,0
Truck,69072,1.033866804,Poor,5,2,Diesel,Automatic,2000,98512,1.036569384,18/9/2023,2/8/2025,Second,22545,6,2,11.32735139,1.025766438,Worn Out,Good,Weak,1
Truck,70081,1.016977605,Average,3,5,Diesel,Manual,2000,67302,1.005533686,7/6/2023,26/11/2024,Third,8471,6,3,17.46726029,0.953744764,New,Good,Weak,1
Truck,61018,1.010630877,Poor,0,7,Petrol,Automatic,2500,23835,0.970078434,19/9/2023,20/2/2025,Third,16513,3,2,12.76171185,1.024584577,Good,Good,New,0
Truck,77392,1.043940595,Poor,4,8,Diesel,Automatic,2500,78328,1.023541213,22/5/2023,29/12/2025,First,29793,7,1,13.58433382,0.950590064,New,New,Good,1
Truck,53868,0.964974077,Average,1,5,Petrol,Automatic,800,35948,0.992580254,26/2/2024,11/7/2024,First,24817,6,2,11.27042955,0.970985041,Worn Out,Worn Out,New,1
Truck,62332,0.952802361,Good,4,7,Electric,Automatic,2500,41574,1.026070557,3/6/2023,11/1/2026,First,6622,3,0,17.34590299,1.016852734,Good,Worn Out,Weak,1
Truck,34844,0.961398018,Average,5,2,Petrol,Automatic,1000,24293,1.002001797,5/11/2023,23/8/2024,Third,20499,1,0,19.40941712,0.992960401,Good,New,New,1
Truck,47580,0.974851988,Poor,3,2,Diesel,Manual,1500,13489,1.008058236,10/4/2023,10/3/2025,Third,21117,8,0,13.81660434,1.025809184,Worn Out,New,Good,1
Truck,48034,1.048711757,Average,4,9,Petrol,Manual,2500,34276,0.967829031,28/9/2023,18/8/2025,First,28181,3,0,17.89706213,0.954637506,New,Worn Out,New,1
Truck,77997,0.950423797,Average,5,5,Electric,Manual,2000,75203,0.957645126,7/4/2023,5/3/2026,Third,6850,9,1,19.68229672,1.019971876,New,Worn Out,Weak,1
Truck,41497,0.956039346,Average,3,1,Diesel,Manual,1500,68683,1.036887051,27/8/2023,10/1/2025,Second,19267,2,2,19.82328081,1.037717805,New,Good,Good,1
Truck,30576,1.021455313,Average,4,3,Petrol,Manual,2500,54654,0.965236721,19/7/2023,30/12/2024,Second,5708,8,0,15.23975593,1.010053165,New,New,Good,1
Truck,35795,0.989945718,Average,5,7,Petrol,Manual,2000,110018,1.036846106,21/7/2023,12/3/2025,Second,25310,7,0,18.25852056,1.048843556,Good,Good,Good,1
Truck,53404,0.95369976,Average,4,1,Petrol,Manual,2500,20071,0.956046769,21/5/2023,5/12/2024,Second,10626,6,2,18.80825224,1.002786861,Good,Good,New,1
Truck,75958,0.985997294,Good,1,2,Petrol,Automatic,800,132637,0.951875227,26/1/2024,16/12/2025,Second,5712,8,0,14.72222417,0.968617366,Good,Worn Out,New,1
Truck,50635,1.03781267,Good,4,9,Petrol,Automatic,1000,97039,0.99524877,5/5/2023,8/10/2024,Third,25078,3,3,14.80397589,0.979258039,Good,Worn Out,Weak,1
Truck,60127,0.987361329,Poor,2,10,Diesel,Automatic,2500,135333,0.9625915,1/1/2024,2/9/2025,Second,22672,6,0,14.04990951,1.019330678,Good,Good,New,1
Truck,46868,1.03254127,Good,0,5,Diesel,Automatic,2000,3433,0.951981744,17/10/2023,27/11/2025,Third,26211,8,1,12.73872914,0.995455286,New,Good,New,0
Truck,66356,0.96373404,Good,3,2,Electric,Manual,800,5512,1.017358201,27/7/2023,23/6/2025,First,27674,10,2,17.6476115,1.020628504,Good,New,Weak,1
Truck,55001,1.020770941,Poor,0,3,Petrol,Manual,1500,30793,0.985388405,10/10/2023,15/6/2024,Third,14103,10,3,19.94010233,1.011134352,New,Good,Good,1
Truck,71426,0.96390163,Average,4,2,Electric,Automatic,800,129616,1.033967005,13/5/2023,20/12/2024,First,8256,4,3,13.62252908,1.024266659,New,Good,New,1
Truck,46728,0.985815223,Poor,5,2,Petrol,Manual,1500,6774,1.036837864,9/9/2023,9/10/2025,First,18665,4,0,11.93851527,0.974144693,Worn Out,Good,Good,1
Truck,38622,1.041763206,Poor,5,3,Diesel,Manual,2500,73107,0.989021087,21/4/2023,24/9/2025,Third,16005,4,0,11.98803951,0.973916631,Worn Out,New,New,1
Truck,65663,1.012941682,Average,5,2,Diesel,Manual,1500,135154,1.046716165,6/2/2024,29/9/2024,Third,29044,6,2,13.86034288,0.953583683,Good,New,New,1
Truck,31119,0.988375989,Good,3,3,Diesel,Automatic,1500,124431,0.975955362,4/6/2023,26/9/2024,Second,8285,4,2,11.24014077,0.990200755,Worn Out,Worn Out,Weak,1
Truck,66191,0.997871227,Average,3,4,Diesel,Manual,1000,148635,0.967100433,29/10/2023,28/6/2025,Second,21889,10,1,11.2177211,1.011128841,New,Good,Weak,1
Truck,33679,0.974837136,Average,1,4,Diesel,Automatic,2500,43837,1.031202454,14/9/2023,2/11/2025,Second,5058,4,1,19.0120876,0.983691845,Worn Out,Good,New,0
Truck,73493,1.036460283,Good,5,2,Diesel,Manual,800,45935,1.011530646,20/7/2023,21/6/2024,First,13619,6,1,11.9399159,0.9891744,New,Good,New,1
Truck,36638,0.974075319,Poor,0,3,Petrol,Manual,1000,96016,1.041024469,16/4/2023,3/5/2024,First,16665,2,1,11.78652969,0.991569842,New,New,Good,0
Truck,75624,0.96034945,Good,3,10,Electric,Automatic,1500,141204,1.030726476,26/1/2024,11/9/2024,Third,18856,5,2,13.92759418,0.985884856,New,Good,New,0
Truck,76317,1.025501174,Poor,2,2,Petrol,Manual,2000,59794,1.021832191,28/1/2024,19/10/2025,Third,18036,10,2,19.30575203,1.049221411,New,Good,Weak,1
Truck,32391,0.972411995,Average,5,4,Petrol,Manual,1000,89187,1.029031701,27/12/2023,2/2/2025,First,6455,6,0,11.44195713,0.978917993,New,New,Good,1
Truck,50317,1.0249822,Poor,1,10,Electric,Manual,2000,20929,1.045577932,8/8/2023,23/2/2025,Third,9125,7,3,14.29603167,0.963364531,Good,Worn Out,New,1
Truck,62014,1.011885969,Average,4,6,Electric,Manual,2000,145325,1.030318294,6/4/2023,13/12/2025,Second,6469,5,3,11.80643582,1.03477914,Worn Out,Good,Good,1
Truck,65736,0.978880507,Good,5,9,Diesel,Manual,1000,28712,1.006196678,3/11/2023,25/11/2024,Third,16443,9,2,15.935669,1.007131133,Good,Good,New,1
Truck,64060,1.025598824,Poor,3,6,Electric,Manual,1500,62888,0.991393433,23/1/2024,15/12/2024,Second,27644,2,0,18.93228514,0.976029754,New,Good,New,1
Truck,36807,1.01991096,Good,0,3,Diesel,Automatic,1500,46943,0.952581023,9/9/2023,7/4/2025,Third,26545,4,3,13.73420755,1.036425844,Worn Out,New,Good,0
Truck,33665,0.962510526,Poor,2,6,Diesel,Automatic,1500,136012,1.028074905,15/7/2023,2/11/2025,Third,28633,3,3,18.15210022,0.980759617,Good,Good,Weak,1
Truck,63512,0.995838334,Average,1,1,Electric,Automatic,1000,42166,0.995690351,2/4/2023,9/12/2024,Third,24547,5,2,11.54846283,0.959942484,New,Worn Out,New,1
Truck,46857,0.992823816,Average,0,7,Diesel,Automatic,2500,71135,0.999724184,20/9/2023,10/2/2025,Third,6106,8,1,15.39762012,0.958911952,Good,New,New,0
Truck,40159,1.044230674,Average,1,8,Diesel,Automatic,1500,129923,0.961212743,9/4/2023,25/3/2025,Third,29107,5,2,19.83713655,1.042161917,Worn Out,Good,New,0
Truck,53021,1.042654541,Average,5,2,Electric,Automatic,800,143901,1.007145984,28/12/2023,22/10/2024,Third,20303,1,1,11.90359286,0.982499118,Good,Worn Out,Weak,1
Truck,38526,0.960647874,Good,5,10,Electric,Manual,1000,125359,0.952545638,7/6/2023,2/8/2024,First,26963,3,0,16.71110138,1.00811318,Good,Good,New,1
Truck,31183,0.979086036,Good,4,1,Petrol,Manual,800,130420,1.038832966,4/1/2024,11/8/2025,Second,9403,7,0,17.48137813,1.047498891,Good,Worn Out,Weak,1
