Vehicle_Model,Mileage,Maintenance_History,Reported_Issues,Vehicle_Age,Fuel_Type,Transmission_Type,Engine_Size,Odometer_Reading,Last_Service_Date,Warranty_Expiry_Date,Owner_Type,Insurance_Premium,Service_History,Accident_History,Fuel_Efficiency,Tire_Condition,Brake_Condition,Battery_Status,Need_Maintenance
Truck,54304,Poor,4,6,Diesel,Automatic,1500,63347,4/12/2023,7/2/2025,First,18532,2,1,17.44686026,Good,Worn Out,New,1
Truck,42278,Average,4,3,Diesel,Automatic,800,128970,18/6/2023,13/1/2025,Third,11243,2,2,10.29204744,New,New,Weak,1
Truck,69451,Good,5,10,Petrol,Manual,2000,142254,14/4/2023,9/3/2026,First,22835,1,1,19.12814005,Good,New,Weak,1
Truck,69323,Good,0,2,Diesel,Automatic,2000,40047,11/7/2023,20/10/2024,Third,26708,1,1,18.21569102,Worn Out,Worn Out,New,1
Truck,49495,Poor,5,3,Diesel,Automatic,800,35559,4/8/2023,22/5/2024,Second,9148,9,2,11.5264162,Good,New,New,1
Truck,64971,Good,2,1,Electric,Manual,800,108746,25/6/2023,26/6/2024,First,13310,1,2,14.22993372,Worn Out,Good,New,0
Truck,30291,Good,2,7,Electric,Automatic,1000,54815,12/12/2023,1/10/2024,Third,5920,3,0,11.27109283,Good,Worn Out,Weak,1
Truck,49631,Average,4,8,Electric,Automatic,2500,29593,25/11/2023,13/3/2025,Third,19126,7,1,15.43647002,Good,Worn Out,New,1
Truck,30940,Good,2,7,Electric,Manual,1500,84605,16/7/2023,24/2/2026,Second,6834,9,3,16.045616,Good,Worn Out,New,1
Truck,41034,Good,1,5,Diesel,Manual,2000,50977,15/11/2023,16/7/2024,Second,28812,10,3,13.25454237,New,Worn Out,New,1
Truck,70333,Average,0,2,Electric,Manual,2000,133739,5/6/2023,15/1/2025,Third,18286,7,2,18.56813887,Worn Out,New,Weak,1
Truck,78620,Poor,0,5,Diesel,Automatic,1000,59215,10/4/2023,23/11/2024,First,29195,4,3,19.53736287,Good,Good,Good,0
Truck,73498,Good,2,7,Petrol,Automatic,2500,48036,18/2/2024,24/6/2025,Second,15920,2,3,16.24110211,Good,Good,Good,0
Truck,46487,Good,1,4,Electric,Automatic,800,78294,21/6/2023,9/12/2025,Third,25395,7,2,10.6921543,Good,Good,Good,0
Truck,39927,Good,2,5,Diesel,Manual,1000,90029,2/6/2023,29/7/2025,First,19257,2,1,13.20081539,Good,Good,New,0
Truck,48722,Good,5,8,Diesel,Manual,2500,135604,6/10/2023,17/9/2025,First,22958,9,0,13.77184634,Good,Worn Out,Good,1
Truck,38902,Good,1,2,Petrol,Automatic,1500,46655,24/4/2023,9/7/2024,First,9836,4,3,10.67179418,Worn Out,Good,New,0
Truck,42778,Poor,1,3,Petrol,Automatic,800,51548,13/4/2023,30/4/2024,Third,22977,7,3,15.9579792,Good,New,Good,0
Truck,59176,Good,5,6,Electric,Manual,800,35067,6/6/2023,1/11/2025,First,7278,9,2,13.1090928,New,Worn Out,Weak,1
Truck,77373,Poor,0,5,Diesel,Automatic,800,136238,15/8/2023,22/12/2024,Second,20821,4,3,17.28153927,New,Worn Out,New,1
Truck,49505,Average,5,2,Electric,Automatic,800,16501,4/7/2023,15/12/2024,First,14064,8,3,14.16205341,Worn Out,Good,Good,1
Truck,65481,Poor,1,7,Diesel,Manual,800,64210,23/1/2024,22/11/2024,Second,25889,7,1,18.75348702,Good,New,Weak,1
Truck,50052,Good,0,3,Petrol,Automatic,2000,88585,17/9/2023,18/6/2024,Second,8222,8,2,16.95244843,New,Good,Good,1
Truck,61720,Good,3,6,Diesel,Manual,2000,7808,28/2/2024,29/11/2025,Second,11817,9,3,11.11702132,New,New,Weak,1
Truck,61617,Good,5,3,Electric,Manual,2000,110372,15/6/2023,27/3/2026,Second,27281,9,3,14.42743998,Worn Out,Worn Out,New,1
Truck,52717,Average,1,2,Electric,Automatic,1500,141950,16/7/2023,1/2/2026,First,28143,9,2,14.61774017,New,Good,New,1
Truck,61793,Average,4,6,Diesel,Manual,2000,146092,4/10/2023,18/11/2025,First,16170,7,3,13.46643086,New,New,Weak,1
Truck,49182,Average,5,9,Electric,Manual,2500,109163,3/5/2023,9/10/2024,Second,6788,10,0,16.60872693,Good,Good,Weak,1
Truck,76548,Poor,4,4,Diesel,Automatic,2500,46722,25/9/2023,30/11/2025,Third,12441,6,3,11.95786307,Worn Out,Good,Weak,1
Truck,31796,Poor,5,2,Petrol,Automatic,1500,13472,13/5/2023,21/1/2025,Second,23734,8,0,10.4995537,Good,Good,Weak,1
Truck,62661,Poor,2,1,Electric,Manual,2500,9050,9/6/2023,20/11/2025,Second,19048,8,3,11.23995784,Good,Worn Out,Good,1
Truck,35030,Poor,0,8,Petrol,Automatic,2000,32869,19/5/2023,28/7/2024,Third,24685,5,3,17.38172279,Good,Good,Good,0
Truck,59936,Good,5,9,Electric,Automatic,800,102316,31/3/2023,20/7/2024,Third,23291,3,0,10.72741715,New,New,New,1
Truck,37058,Good,1,5,Electric,Manual,2000,125098,19/5/2023,19/10/2025,First,23397,9,2,13.86225785,Good,Worn Out,Weak,1
Truck,56747,Average,1,3,Diesel,Manual,2000,97025,10/4/2023,3/5/2025,First,29511,8,3,11.5819276,Worn Out,New,Weak,1
Truck,72286,Average,5,7,Electric,Manual,1000,40554,23/7/2023,30/12/2024,First,23482,9,0,16.15318768,Worn Out,New,New,1
Truck,76339,Good,5,4,Electric,Automatic,2500,129098,14/12/2023,16/7/2025,Third,19375,2,2,16.57168766,Good,Worn Out,Weak,1
Truck,38240,Average,1,8,Petrol,Automatic,2000,104343,13/4/2023,27/4/2025,Second,24023,1,1,13.6264708,New,Worn Out,Weak,1
Truck,73451,Good,5,4,Electric,Manual,800,104234,3/10/2023,16/3/2025,First,20814,1,2,11.95388182,New,Worn Out,Weak,1
Truck,53223,Good,3,9,Petrol,Automatic,800,85910,30/10/2023,9/11/2024,Second,7135,8,1,16.0921792,Good,New,Good,0
Truck,31448,Good,5,5,Electric,Manual,2000,131097,11/12/2023,12/10/2025,First,7337,8,1,19.72596477,New,Worn Out,Weak,1
Truck,55891,Good,1,10,Electric,Automatic,1500,65326,20/12/2023,6/7/2025,Third,19300,6,3,10.30227518,Good,Worn Out,Good,1
Truck,79873,Good,1,1,Electric,Manual,2500,130219,21/5/2023,19/9/2025,Third,9520,3,3,13.51564957,Worn Out,Good,Good,0
Truck,67810,Poor,2,2,Petrol,Manual,800,96146,18/10/2023,28/3/2026,First,20309,5,1,10.16988845,Good,Worn Out,New,1
Truck,61420,Average,1,2,Petrol,Automatic,2500,80707,16/8/2023,30/6/2025,Third,16413,2,3,14.63727273,Good,Good,New,0
Truck,76015,Average,3,8,Petrol,Manual,1500,2649,28/12/2023,27/2/2025,Second,15167,5,0,16.60250858,Worn Out,Worn Out,Weak,1
Truck,31531,Average,4,4,Electric,Automatic,2500,119708,2/12/2023,3/2/2025,Third,9253,4,3,14.69264649,New,Good,Weak,1
Truck,45385,Good,2,6,Electric,Manual,2000,69586,3/5/2023,27/6/2025,Second,11702,4,0,16.60690255,New,New,Good,0
Truck,65922,Good,2,4,Electric,Manual,1500,115291,31/3/2023,2/12/2024,Third,12343,1,3,14.73369855,New,Worn Out,Good,1
Truck,64775,Poor,0,7,Petrol,Automatic,800,51347,30/9/2023,13/5/2024,Second,7154,10,3,14.90695278,Worn Out,Good,New,1
Truck,48019,Poor,5,4,Electric,Automatic,1000,14122,5/10/2023,12/1/2026,Third,5309,10,3,19.40394934,New,Worn Out,Weak,1
Truck,76245,Good,5,5,Petrol,Automatic,1500,29111,13/6/2023,22/3/2026,First,6508,2,3,14.73920824,Worn Out,Worn Out,New,1
Truck,34495,Good,0,4,Diesel,Automatic,1500,118620,25/1/2024,18/9/2025,First,29854,2,1,11.79595111,Worn Out,New,New,0
Truck,64580,Poor,1,6,Petrol,Manual,800,59612,12/7/2023,31/8/2024,First,9094,2,0,15.65376915,Good,New,New,0
Truck,78491,Average,0,10,Electric,Automatic,1500,51583,22/8/2023,23/12/2025,Second,10562,8,1,19.76065599,New,Worn Out,New,1
Truck,64315,Poor,4,4,Petrol,Automatic,2000,147118,13/1/2024,17/4/2025,Second,11779,6,3,10.65440282,Good,New,New,1
Truck,31104,Good,4,10,Diesel,Automatic,1000,128542,5/5/2023,6/5/2024,First,19097,9,2,17.97245074,Worn Out,Worn Out,New,1
Truck,40832,Average,2,5,Diesel,Manual,1500,117038,16/8/2023,4/7/2025,Second,8458,5,0,17.56165386,New,Worn Out,Weak,1
Truck,34326,Good,0,1,Petrol,Manual,1500,30912,1/12/2023,7/9/2025,Third,7401,10,0,14.02495091,New,Worn Out,Weak,1
Truck,35408,Good,1,9,Electric,Manual,800,10916,24/5/2023,31/1/2026,Second,19585,7,0,13.57110296,Good,Worn Out,Good,1
Truck,36236,Poor,5,3,Petrol,Manual,800,80796,22/7/2023,31/1/2025,Third,20489,5,1,18.20178238,Worn Out,Worn Out,New,1
Truck,54815,Good,4,5,Electric,Manual,2500,15047,6/2/2024,5/1/2026,Second,5688,4,0,14.33037805,New,Good,New,1
Truck,47446,Poor,3,8,Electric,Manual,2500,32156,23/1/2024,3/6/2025,Third,9097,8,3,13.26392833,Worn Out,Good,Good,1
Truck,36250,Good,5,2,Electric,Manual,1000,92689,4/8/2023,17/1/2025,First,19251,7,2,19.36225975,Good,Good,Good,1
Truck,48871,Good,5,2,Diesel,Automatic,800,81980,29/6/2023,26/12/2025,Third,11331,5,1,13.7473613,Good,New,Weak,1
Truck,72701,Average,3,3,Electric,Manual,2000,44608,7/9/2023,10/2/2026,Third,15691,6,2,16.08613469,Worn Out,New,New,1
Truck,44652,Poor,3,10,Diesel,Manual,2000,56512,25/1/2024,27/11/2024,First,19550,4,3,15.58520648,Worn Out,Good,New,1
Truck,78544,Good,5,7,Electric,Manual,1000,144269,12/9/2023,12/6/2024,Second,6969,4,0,10.26220763,Worn Out,Worn Out,Good,1
Truck,72838,Average,1,6,Diesel,Manual,2500,20292,13/9/2023,13/3/2026,Second,29469,4,2,14.91448258,Worn Out,Good,Weak,1
Truck,79009,Poor,0,2,Diesel,Automatic,1000,80799,1/8/2023,16/4/2025,Second,19288,9,1,14.53987062,Worn Out,New,Weak,1
Truck,70193,Poor,0,7,Petrol,Manual,800,33783,4/4/2023,30/8/2025,Third,9648,3,1,16.96161085,Worn Out,Worn Out,Weak,1
Truck,54430,Good,1,10,Electric,Automatic,2500,54874,3/5/2023,22/10/2024,Third,7762,8,0,12.33198359,Worn Out,Worn Out,New,1
Truck,62258,Average,3,9,Petrol,Manual,2500,96061,14/6/2023,1/6/2025,Second,20108,10,3,14.2557249,Worn Out,Worn Out,Good,1
Truck,70952,Poor,5,6,Petrol,Manual,800,65483,6/1/2024,31/8/2025,Second,28394,10,1,16.49544528,New,New,Good,1
Truck,60266,Average,1,8,Petrol,Manual,1500,133115,10/9/2023,31/12/2024,First,13819,2,2,12.31699688,Good,New,New,0
Truck,56153,Average,2,5,Diesel,Automatic,1500,79555,17/7/2023,10/11/2025,Second,8900,3,3,19.80953672,New,New,New,0
Truck,31275,Poor,0,5,Diesel,Manual,800,3735,1/6/2023,5/6/2024,First,21030,6,1,13.12839293,Worn Out,New,New,0
Truck,58423,Poor,4,9,Electric,Manual,2500,61384,30/8/2023,1/3/2025,Second,17606,9,1,11.56180147,New,Good,New,1
Truck,35742,Average,1,5,Petrol,Manual,2500,105082,27/4/2023,16/3/2026,First,6245,3,2,16.74751509,Worn Out,Worn Out,Weak,1
Truck,33761,Good,1,2,Electric,Automatic,2500,54191,18/9/2023,1/5/2025,First,12032,9,0,18.23065009,New,Good,New,0
Truck,64458,Good,1,10,Diesel,Automatic,1500,85071,27/11/2023,20/1/2025,First,14613,8,0,11.95173408,Worn Out,Worn Out,New,1
Truck,77584,Poor,5,3,Electric,Automatic,2000,121980,12/5/2023,9/3/2025,Second,18422,1,0,14.73953516,Worn Out,Good,Good,1
Truck,72156,Poor,1,6,Diesel,Automatic,2500,83379,25/7/2023,22/11/2024,Third,5746,8,0,17.95610971,Worn Out,New,Weak,1
Truck,66680,Average,5,8,Petrol,Automatic,800,18482,21/2/2024,22/9/2025,Second,22580,6,3,10.17255568,Worn Out,New,Weak,1
Truck,44369,Good,1,1,Electric,Automatic,2500,27603,17/8/2023,23/9/2024,Second,17163,8,0,13.98942973,New,Good,Weak,1
Truck,53082,Poor,5,5,Petrol,Manual,1000,6048,20/11/2023,21/3/2025,Third,22369,6,3,12.94049271,Good,New,Good,1
Truck,79598,Poor,2,5,Petrol,Automatic,800,22903,25/12/2023,14/8/2024,Third,7189,1,2,11.07678815,Worn Out,Good,Good,1
Truck,44972,Average,1,1,Petrol,Manual,1000,27770,19/5/2023,26/1/2025,Second,29780,1,2,15.53458251,Worn Out,Good,Good,0
Truck,77600,Average,3,9,Petrol,Automatic,1500,134206,28/2/2024,11/11/2024,First,24355,9,0,12.4727713,Good,Worn Out,Good,1
Truck,49745,Average,4,6,Petrol,Automatic,1500,65001,3/8/2023,30/5/2025,First,18603,3,3,10.94102844,New,New,Weak,1
Truck,78108,Good,4,7,Electric,Manual,800,111503,24/1/2024,12/11/2024,Second,9579,10,2,11.63234271,New,Good,Good,1
Truck,38884,Good,2,7,Electric,Automatic,2500,25396,9/1/2024,17/12/2025,Third,13032,3,0,19.53392677,Worn Out,Worn Out,Weak,1
Truck,30736,Good,2,1,Electric,Automatic,1500,123563,2/11/2023,13/7/2024,First,9578,2,0,19.4640224,Worn Out,Good,Weak,1
Truck,37799,Poor,2,6,Electric,Manual,1000,139903,12/6/2023,10/12/2024,First,15105,9,3,15.60010493,New,Worn Out,Good,1
Truck,61042,Poor,0,4,Electric,Manual,1500,106338,8/12/2023,15/3/2026,First,7930,3,0,16.78308086,Worn Out,Good,Weak,1
Truck,67145,Poor,1,3,Diesel,Automatic,2500,110867,12/5/2023,28/8/2025,First,14905,6,1,10.2008926,Good,Good,New,0
Truck,50961,Good,0,7,Electric,Manual,1500,31866,28/8/2023,7/5/2025,Third,5276,3,1,10.08739466,Worn Out,Good,Good,0
Truck,51354,Average,5,6,Electric,Automatic,2000,133329,3/7/2023,11/6/2024,Third,13511,10,3,16.02766995,Worn Out,Worn Out,New,1
Truck,73753,Good,4,10,Electric,Manual,1500,33501,27/2/2024,30/1/2026,First,12893,5,3,17.07783708,Worn Out,Worn Out,Weak,1
Truck,44487,Average,4,6,Petrol,Manual,1500,126013,21/10/2023,10/7/2024,Second,21909,2,1,16.58112368,Worn Out,Good,New,1
Truck,33614,Poor,1,8,Electric,Automatic,1000,1193,19/6/2023,29/12/2025,Second,28710,10,2,13.45748691,Good,Good,Weak,1
Truck,43092,Average,0,9,Petrol,Automatic,800,20212,6/6/2023,10/12/2024,Third,17772,9,1,18.53802762,Worn Out,Worn Out,Weak,1
Truck,66915,Average,5,2,Petrol,Manual,800,73951,30/6/2023,9/3/2026,Second,9430,6,2,12.10921851,New,New,Good,1
Truck,45061,Poor,1,7,Diesel,Automatic,1500,111383,2/2/2024,21/5/2025,Second,18311,7,2,14.8276597,New,Worn Out,Weak,1
Truck,42943,Average,5,1,Diesel,Manual,2000,10788,13/12/2023,21/3/2026,Second,10477,5,0,14.18495631,New,Good,Good,1
Truck,30104,Good,0,5,Diesel,Manual,2000,27171,28/11/2023,25/3/2025,First,26781,9,1,17.08936391,New,Worn Out,Good,1
Truck,38974,Average,1,3,Petrol,Manual,1000,41892,7/9/2023,19/12/2025,Third,16269,5,0,11.58656008,Worn Out,Good,Weak,1
Truck,47979,Poor,5,4,Diesel,Manual,800,91388,15/12/2023,29/4/2025,First,27845,6,2,16.7978505,Worn Out,Worn Out,New,1
Truck,63983,Average,0,6,Petrol,Manual,2000,95545,30/9/2023,11/10/2024,Third,25275,3,1,13.15121347,Worn Out,Worn Out,Weak,1
Truck,54186,Average,2,1,Diesel,Automatic,1500,78832,9/4/2023,1/10/2024,Second,14885,2,2,10.21790054,Worn Out,New,New,0
Truck,79394,Good,0,6,Petrol,Manual,2500,96912,8/8/2023,27/2/2025,Third,17738,2,3,12.33926985,Worn Out,Good,New,0
Truck,63938,Good,4,4,Petrol,Manual,1000,98492,4/2/2024,12/9/2024,First,27183,2,2,10.70508742,Worn Out,Worn Out,New,1
Truck,74543,Good,0,6,Electric,Automatic,1000,81499,8/4/2023,12/8/2024,Second,15807,6,3,16.36586278,Good,Worn Out,Weak,1
Truck,68979,Average,3,7,Electric,Manual,800,133906,16/9/2023,20/3/2025,First,9969,9,2,19.01178724,New,Good,New,1
Truck,56169,Good,0,8,Petrol,Manual,1500,53159,12/2/2024,25/3/2025,Second,25567,10,1,19.09243476,Good,New,New,0
Truck,38092,Average,0,3,Petrol,Automatic,800,73014,29/1/2024,17/4/2025,Third,27844,2,3,15.26743262,Worn Out,New,Weak,1
Truck,44654,Poor,3,8,Diesel,Automatic,1000,52665,8/4/2023,20/1/2026,Third,27374,5,2,17.54493516,New,Worn Out,Weak,1
Truck,54083,Good,0,2,Petrol,Automatic,1000,114137,19/6/2023,20/12/2024,Third,24293,5,3,18.2318267,New,Good,Weak,1
Truck,66725,Good,4,5,Diesel,Automatic,2000,88530,25/7/2023,8/8/2024,Third,14599,3,0,13.87603193,Worn Out,New,Good,1
Truck,41572,Good,4,10,Diesel,Automatic,2000,23790,16/1/2024,3/3/2026,Second,14872,6,3,12.38764451,Good,Worn Out,Weak,1
Truck,40585,Poor,2,1,Diesel,Manual,1500,144573,4/12/2023,9/4/2025,Third,27995,1,3,17.47681559,Worn Out,Worn Out,Weak,1
Truck,64180,Average,2,4,Diesel,Manual,1500,5889,5/12/2023,2/7/2024,Second,12545,9,2,17.8629285,Worn Out,New,Good,1
Truck,49615,Good,2,7,Petrol,Automatic,800,10582,21/4/2023,31/7/2024,Second,9435,9,1,11.98559264,Good,New,New,0
Truck,73517,Poor,3,10,Petrol,Manual,1500,129144,9/7/2023,17/11/2024,First,7284,10,0,12.20005479,Good,New,New,1
Truck,47147,Poor,4,3,Diesel,Manual,1000,147058,9/11/2023,2/4/2025,First,9554,7,0,15.58408326,New,New,New,1
Truck,36291,Poor,4,9,Electric,Automatic,2500,18781,9/11/2023,10/6/2024,First,24682,8,2,19.77661858,New,Worn Out,New,1
Truck,57715,Poor,1,5,Petrol,Manual,2500,74281,21/10/2023,29/7/2025,Second,14695,9,3,19.43042816,Good,New,New,1
Truck,74457,Good,4,8,Petrol,Manual,2500,73721,21/1/2024,18/6/2024,Third,14981,5,3,17.98279896,Good,New,New,1
Truck,72058,Poor,0,6,Petrol,Automatic,800,91165,8/9/2023,23/3/2026,Third,29075,6,1,17.62609001,New,Worn Out,Weak,1
Truck,57566,Average,1,7,Electric,Manual,2000,23024,10/5/2023,11/5/2025,First,6911,3,1,13.53936262,Good,New,Weak,1
Truck,43407,Poor,2,3,Petrol,Manual,2500,73439,16/10/2023,12/6/2024,First,8106,8,0,17.11112609,Good,Worn Out,Weak,1
Truck,51867,Poor,0,6,Diesel,Automatic,2500,9946,26/4/2023,21/4/2025,Third,17683,5,2,15.77039215,Worn Out,Good,Good,0
Truck,40002,Good,3,10,Electric,Automatic,1000,116084,8/7/2023,17/5/2025,Third,11084,9,2,17.68016562,Worn Out,Worn Out,New,1
Truck,32303,Good,0,3,Petrol,Automatic,1500,122477,9/5/2023,6/11/2024,First,11904,6,3,10.97683283,New,New,Good,0
Truck,64379,Average,5,6,Petrol,Automatic,2000,139087,30/7/2023,18/6/2025,Third,20397,2,0,19.93888484,Worn Out,New,Weak,1
Truck,39930,Poor,3,2,Electric,Automatic,1500,60828,19/7/2023,15/11/2025,First,17084,10,2,18.56224363,New,New,Weak,1
Truck,50162,Good,2,5,Diesel,Manual,2500,80602,24/4/2023,15/1/2026,First,12251,1,2,19.14492211,Good,Worn Out,Weak,1
Truck,63543,Average,0,3,Diesel,Manual,1000,97494,7/8/2023,4/8/2024,Second,27179,4,1,12.49094679,Worn Out,Worn Out,New,1
Truck,50366,Average,5,3,Petrol,Manual,1000,20850,15/2/2024,9/1/2026,Third,15905,2,3,16.30305592,New,Worn Out,New,1
Truck,41058,Good,3,2,Diesel,Manual,1500,49309,26/11/2023,17/10/2025,Second,29420,10,0,14.63577968,Good,New,Good,0
Truck,51030,Poor,3,2,Diesel,Automatic,1000,43456,24/12/2023,5/8/2024,First,13307,3,2,19.38641463,New,New,Weak,1
Truck,42567,Average,0,10,Petrol,Manual,1500,74549,24/7/2023,5/6/2024,Second,16116,8,3,10.14792419,Good,Worn Out,Weak,1
Truck,59769,Poor,3,6,Petrol,Manual,2500,64864,2/2/2024,11/11/2024,Second,6552,4,0,11.30999974,Worn Out,New,Good,1
Truck,33232,Good,2,7,Petrol,Manual,2500,144685,24/11/2023,23/5/2024,First,5409,10,2,15.59744436,Worn Out,Good,Weak,1
Truck,64478,Average,0,6,Petrol,Automatic,2000,123316,3/11/2023,16/6/2025,First,14912,4,3,17.09429007,Good,New,New,0
Truck,51942,Good,4,6,Electric,Manual,800,102133,16/10/2023,13/8/2025,First,17994,9,2,11.04981357,Worn Out,Worn Out,Good,1
Truck,41706,Average,3,3,Petrol,Automatic,2000,70797,26/5/2023,14/10/2024,First,20746,5,0,14.23107818,Good,Good,New,1
Truck,76198,Good,5,9,Petrol,Automatic,2000,42500,5/12/2023,5/6/2025,First,29909,9,0,19.63695909,Good,New,New,1
Truck,41849,Poor,4,7,Petrol,Automatic,2000,144997,10/10/2023,4/2/2026,First,10408,9,3,14.63534641,Worn Out,Worn Out,Weak,1
Truck,44391,Good,2,5,Diesel,Manual,2000,5686,27/2/2024,30/7/2025,First,15220,7,0,15.02684109,Good,Worn Out,New,1
Truck,33362,Poor,3,3,Diesel,Automatic,1500,5989,2/4/2023,19/3/2025,First,20508,5,2,18.67053386,New,Good,Weak,1
Truck,71468,Poor,4,10,Electric,Automatic,1500,108582,6/4/2023,24/11/2025,Second,18432,6,1,13.96315025,Good,Worn Out,Weak,1
Truck,58071,Poor,0,2,Electric,Manual,800,135258,29/1/2024,8/12/2025,First,21000,5,2,13.09375741,New,Good,New,0
Truck,41243,Average,3,5,Diesel,Manual,2000,18277,18/11/2023,10/1/2025,Third,29708,8,3,10.05608585,Good,Good,New,1
Truck,56081,Average,3,9,Diesel,Manual,2000,122458,3/11/2023,27/1/2025,First,8984,3,1,13.27743226,Worn Out,New,Good,1
Truck,41496,Average,5,6,Petrol,Manual,800,53529,30/10/2023,1/9/2024,First,22581,9,2,10.40659162,Good,Worn Out,Weak,1
Truck,67921,Average,3,9,Petrol,Manual,2500,77710,9/12/2023,11/8/2025,Second,29811,1,3,10.90505357,New,Worn Out,Good,1
Truck,56987,Good,3,7,Petrol,Manual,1000,29061,2/8/2023,7/7/2024,First,8931,9,0,10.10885315,Worn Out,New,New,0
Truck,34434,Poor,0,7,Diesel,Manual,1000,70392,11/8/2023,4/4/2025,First,25606,8,1,13.95073583,New,Good,Weak,1
Truck,69731,Good,4,8,Petrol,Automatic,1000,125245,8/8/2023,28/7/2024,First,16025,10,1,15.53456266,New,New,Weak,1
Truck,60339,Poor,4,10,Diesel,Automatic,2500,114991,28/9/2023,20/1/2025,Third,14549,3,0,15.11436541,Worn Out,New,New,1
Truck,46365,Poor,1,9,Electric,Manual,2500,62989,11/11/2023,1/10/2025,First,21636,9,0,19.44136249,Good,New,Weak,1
Truck,35796,Average,1,2,Petrol,Manual,1500,85501,2/5/2023,4/3/2025,First,29625,9,3,11.17366431,Worn Out,New,Weak,1
Truck,73811,Poor,1,1,Electric,Manual,800,1523,31/10/2023,13/1/2026,First,14661,9,1,15.9573223,Worn Out,Good,New,0
Truck,69475,Average,3,10,Electric,Manual,2000,21703,25/6/2023,14/5/2024,Second,10827,9,0,11.66220857,Good,Worn Out,Weak,1
Truck,32397,Good,3,4,Petrol,Manual,800,111991,15/2/2024,7/3/2025,Third,13070,10,0,12.29049917,Worn Out,Good,Weak,1
Truck,78255,Average,1,4,Petrol,Manual,1500,43555,10/8/2023,3/12/2025,Third,8575,10,2,14.84622907,New,Good,New,1
Truck,68401,Average,2,10,Petrol,Automatic,2500,15200,6/2/2024,7/5/2024,First,12147,1,1,12.25409722,Worn Out,New,Good,0
Truck,72384,Good,2,9,Electric,Automatic,2500,115902,3/1/2024,14/9/2025,Second,5302,5,3,19.69471974,Good,Good,New,0
Truck,57440,Poor,5,10,Electric,Manual,2500,27288,11/5/2023,14/8/2024,Third,22702,5,3,16.96761192,Good,New,Good,1
Truck,74444,Poor,0,8,Petrol,Manual,2500,22238,25/11/2023,28/11/2024,Second,12485,6,2,10.92485278,New,Good,New,0
Truck,35654,Average,3,4,Electric,Manual,1500,51645,27/5/2023,1/1/2026,Third,29828,9,2,14.26931639,New,Worn Out,Weak,1
Truck,53785,Good,5,4,Electric,Manual,1000,73196,30/8/2023,28/8/2025,First,5999,9,3,16.82767461,Worn Out,New,Weak,1
Truck,35866,Good,2,5,Diesel,Automatic,800,84109,24/1/2024,7/5/2025,First,27160,3,1,18.76693099,Good,Worn Out,New,1
Truck,55330,Poor,2,1,Electric,Manual,2000,120908,15/10/2023,12/2/2025,Second,13201,9,2,14.09126998,Worn Out,New,Weak,1
Truck,59986,Average,3,4,Diesel,Manual,1500,147336,28/5/2023,13/1/2026,First,19142,8,1,15.68287874,New,Worn Out,Weak,1
Truck,66770,Average,3,9,Electric,Automatic,2000,25587,17/8/2023,18/10/2024,Second,14212,6,3,11.18597409,Good,Worn Out,Weak,1
Truck,55114,Average,5,5,Diesel,Automatic,2000,134867,24/12/2023,1/4/2025,Second,7788,9,3,12.97110201,Worn Out,New,Weak,1
Truck,62786,Good,3,10,Petrol,Automatic,1000,98796,11/8/2023,27/1/2026,Third,22892,8,1,18.10649368,Good,Worn Out,Good,1
Truck,33964,Good,1,6,Electric,Automatic,2000,22756,30/6/2023,17/2/2025,Third,6589,3,2,13.59778942,Good,Worn Out,Weak,1
Truck,76702,Average,0,1,Diesel,Automatic,800,145501,2/11/2023,22/4/2025,Second,19522,9,2,17.55038213,New,Worn Out,Good,1
Truck,30573,Average,0,8,Petrol,Manual,2500,17175,30/9/2023,5/1/2025,Third,18009,4,3,18.66210142,Good,New,Weak,1
Truck,43542,Average,1,10,Electric,Manual,2500,99776,18/6/2023,12/1/2025,Second,23415,4,1,17.98426776,New,Worn Out,Weak,1
Truck,77229,Average,2,6,Petrol,Automatic,2000,20795,18/5/2023,16/5/2025,First,15299,7,2,13.03821586,Good,Good,Weak,1
Truck,71159,Good,0,6,Diesel,Manual,2000,90326,13/6/2023,14/10/2024,Second,19677,9,0,14.76491216,New,New,New,0
Truck,69308,Average,4,2,Diesel,Automatic,1000,137631,17/6/2023,20/11/2025,First,13989,8,3,17.89486399,Good,New,Weak,1
Truck,56659,Average,1,5,Electric,Automatic,800,36764,2/8/2023,20/8/2025,Second,16319,6,1,12.84965296,Good,Worn Out,New,1
Truck,52657,Average,0,3,Diesel,Automatic,1500,104688,7/6/2023,18/9/2025,Second,18172,9,0,19.02056175,New,Worn Out,New,1
Truck,76130,Average,0,1,Diesel,Automatic,1500,100146,31/5/2023,12/2/2026,Second,9650,6,1,18.55428003,New,Good,Weak,1
Truck,41930,Good,1,8,Electric,Manual,2500,138126,3/11/2023,10/8/2025,Third,14242,7,0,17.5196106,Worn Out,New,Good,0
Truck,57210,Good,1,1,Petrol,Manual,1500,24926,11/2/2024,22/6/2025,Second,17155,1,3,10.0026912,Good,New,New,0
Truck,52220,Average,3,6,Electric,Manual,800,130070,23/5/2023,3/6/2024,Third,9889,10,2,18.41265257,New,Good,Weak,1
Truck,45817,Average,0,8,Petrol,Automatic,2000,79112,11/2/2024,21/7/2024,First,8648,4,2,16.07727739,New,New,New,0
