,Mileage,Maintenance_History,Reported_Issues,Vehicle_Age,Engine_Size,Odometer_Reading,Owner_Type,Insurance_Premium,Service_History,Accident_History,Fuel_Efficiency,Tire_Condition,Brake_Condition,Days_since_last_service,Warranty Days remaining,Transmission_Type_Manual,prob,prediction
544,69211.85137,1,2,7,1500,81984.81789,2,10392.58764,3,2,11.03570285,1,1,407,427,False,0.23479606769864117,0
976,71235.38968,2,3,3,1000,139833.6026,1,21589.91856,10,0,10.38831349,0,2,242,-172,False,0.46056620358700473,0
2670,76362.87135,2,0,5,800,94947.03648,1,11175.85302,7,3,13.34053703,1,0,323,-57,False,0.9638630952380951,1
506,34236.09758,1,0,4,2500,117522.3753,1,29909.74206,4,3,16.29804772,1,2,380,-14,False,0.20599224386724407,0
1360,31619.54438,2,0,1,2000,92163.28246,1,19670.79764,6,3,12.34957536,1,2,551,230,True,0.19672858677270455,0
1777,65524.99979,1,2,3,800,149719.2216,0,8626.937899,4,3,14.49537736,1,0,522,-109,True,0.9330338550338552,1
1292,62648.59571,2,0,5,2000,108735.4056,2,10238.51827,2,0,18.59007322,0,2,322,448,True,0.13802568919084016,0
1811,37038.2357,1,0,10,2000,95286.92105,1,28956.35482,7,1,11.84101523,2,0,318,509,False,0.9470371121933624,1
88,79225.24156,2,0,1,1500,68109.48543,0,17702.72667,3,1,16.17508349,1,2,263,146,True,0.1375806744317774,0
1842,49540.18089,0,0,4,2000,131495.3086,1,20759.29177,5,2,13.92376333,0,0,541,183,True,0.9734555375180375,1
2478,44899.53306,2,5,5,800,20664.15197,1,12461.08493,2,1,13.92636608,0,1,506,425,False,0.9303540313852815,1
2211,61804.01115,2,2,8,2500,53887.16455,1,26395.74822,2,1,16.4482078,2,0,398,369,True,0.9772668650793651,1
2533,56213.51763,0,4,10,1500,58353.65748,1,15730.26552,2,2,15.56072761,0,0,257,287,False,0.99875,1
1334,36418.03271,0,0,5,1000,65970.89343,0,7936.886822,7,0,14.17226113,0,2,473,416,False,0.16679996525662166,0
1536,49727.99864,1,0,5,800,132047.1947,0,17188.0432,1,1,15.67565446,1,1,303,217,False,0.18402457357314173,0
3265,76304.54668,0,2,8,2000,64020.72677,0,18497.99842,8,2,18.85919264,0,2,502,83,False,0.9288950189924455,1
1538,60153.36977,1,0,3,1000,72499.52011,1,6543.36794,9,1,11.63590199,1,2,364,461,False,0.2576021975637882,0
1746,78886.6593,1,2,4,2000,91162.29148,2,26566.14113,9,3,18.33364002,1,2,314,22,True,0.8491236862907512,1
897,73234.36444,2,0,4,2500,123906.8958,2,4823.287587,5,2,18.56440846,0,1,505,-56,True,0.2826947824277545,0
1494,41261.02286,1,1,7,800,92371.6748,2,9066.05289,3,3,16.37554199,2,1,538,290,True,0.13448193820068824,0
3053,52342.05569,1,5,6,2500,39032.71684,1,14995.1452,10,3,18.89191851,1,2,524,183,False,0.9888334214804803,1
3198,50205.21352,2,2,7,2500,75632.63413,2,18148.0712,10,1,20.31960275,1,1,537,307,False,0.3687376703426431,0
430,52138.81311,0,1,2,1500,37860.11974,2,14662.92694,8,1,17.88222771,1,2,468,-171,False,0.2486809918452721,0
3319,58138.01621,2,5,2,1000,29365.26336,1,20276.92313,3,3,19.62401207,0,2,558,260,True,0.9114177940115441,1
120,30957.77698,1,0,3,800,107942.806,2,28621.94845,3,2,13.23258485,2,2,274,40,True,0.16881929610422258,0
3429,75515.70711,0,3,2,1500,87729.83065,0,9505.995099,9,3,17.77119953,2,2,429,42,True,0.9605896256521259,1
527,35847.6487,2,1,8,800,41067.59763,0,25260.23437,2,1,12.89567926,0,1,411,-136,True,0.09233741112688479,0
1097,31174.09042,2,0,7,1000,87651.55998,1,21107.55632,9,0,10.01466354,2,1,564,184,False,0.20424229651067893,0
3488,73546.1163,2,2,4,2500,101416.0535,2,28122.46229,10,0,16.99994528,1,1,328,95,True,0.2937058190240272,0
2367,68972.4001,1,4,9,2500,12356.8611,0,24326.4959,3,0,17.11853706,0,2,519,443,True,0.9610706376956375,1
1822,50850.74192,0,4,6,2000,140633.9614,0,29895.09939,6,0,14.22622727,2,0,473,289,True,0.992621741004094,1
1356,66136.6966,2,0,6,800,17963.47616,0,7495.287149,1,0,11.7038354,1,2,349,50,True,0.13985842165667337,0
3015,71789.0736,2,0,5,2000,20917.88077,1,15033.63799,8,0,17.86202935,2,0,323,67,True,0.9315320374070376,1
691,68612.70589,0,1,7,1500,126116.6138,0,13748.10074,3,1,19.94204383,2,2,572,277,True,0.194041351010101,0
283,65504.91193,2,2,4,2000,23965.14494,2,17567.329,3,2,16.49968662,1,2,266,75,True,0.14872278061122038,0
1517,44828.9902,2,3,5,1000,5445.833061,0,26838.75385,3,2,16.24271193,0,1,528,72,True,0.2772041943587029,0
274,50658.11205,2,0,1,800,48962.79592,2,7500.84489,5,2,10.60572686,0,1,440,407,True,0.1792650749233567,0
925,32228.05101,0,1,4,800,153284.7788,0,28055.06174,2,0,11.36384924,1,1,467,-167,True,0.3320066097795394,0
594,42658.67912,0,1,3,800,51551.59101,2,23971.57588,7,3,16.29330087,1,2,560,-178,False,0.24959936335594254,0
3283,58856.66433,0,2,1,1500,71529.55053,2,9728.566357,1,3,11.87107325,1,2,308,328,True,0.6018236122967161,1
109,31377.95108,1,2,1,2000,24492.14517,2,27590.47926,7,3,14.74919214,1,2,341,208,False,0.31733470166529376,0
1149,72493.83954,2,1,6,800,31352.27548,2,17294.99725,7,3,18.37457745,0,2,520,212,False,0.22120158161412046,0
810,39791.9094,1,1,8,1500,131767.115,2,27818.20125,5,2,20.22027855,0,1,564,151,False,0.1927834024635495,0
149,66484.81372,2,0,1,2500,14906.8448,1,12589.9682,3,3,18.34195792,2,1,516,118,True,0.18079199962307435,0
214,34701.91681,1,0,10,2000,25406.47191,2,29768.79332,3,3,15.01846522,2,2,540,-81,True,0.24122451772084133,0
693,40261.39556,2,0,1,800,143005.3584,0,9679.522297,4,1,10.22055232,0,2,271,205,True,0.19379935439087925,0
3194,61145.42473,1,4,4,2000,24446.38418,0,10400.72231,8,1,13.39266884,1,1,440,289,False,0.9625962522492127,1
729,41520.6141,2,2,5,2000,41403.37819,2,17119.1417,2,0,16.0173067,2,2,324,157,False,0.1239214598504198,0
650,61805.60054,1,0,5,2500,19204.41336,2,10135.22357,6,2,15.11218511,2,1,277,216,True,0.1445194553417187,0
423,71869.32705,2,3,4,800,151271.9161,0,20033.69043,3,0,18.51768591,2,1,261,34,False,0.3384921242865323,0
3360,30960.17311,0,3,7,2000,40158.40523,2,19986.51726,8,2,14.50439996,2,2,333,111,True,0.9351185064935064,1
368,45149.01972,0,1,4,1000,144594.6757,0,23323.71682,4,2,14.82002139,0,2,470,-154,False,0.22879420462363573,0
1869,64917.2294,0,2,7,800,58550.65042,1,13007.64607,8,3,10.64409361,0,2,309,389,True,0.9175588994338995,1
1566,69761.39709,0,5,2,2000,58517.31723,1,27979.90654,6,2,15.06465812,2,2,456,455,True,0.9817363331113331,1
1174,57906.25198,1,0,4,1000,123878.503,0,7608.896616,8,1,16.13140514,2,1,278,100,True,0.21746573646941317,0
2297,35022.38436,0,3,6,800,101485.0756,1,27225.33519,7,0,16.73219942,2,0,329,-9,True,0.9933544084269704,1
3262,62768.2726,2,1,8,1000,94935.55868,1,9409.826045,9,2,12.7301873,2,0,486,63,False,0.9904166666666666,1
764,78500.30504,2,0,1,1000,84982.43736,0,26478.2624,8,1,12.98164603,0,2,505,301,False,0.25785753781504384,0
1454,56672.99078,1,0,8,1000,36329.09192,1,27876.8307,10,0,15.49885022,0,1,474,-118,True,0.29348181944689317,0
1632,53640.46762,0,3,4,1500,137888.9572,0,8396.111212,8,2,19.1341732,0,1,321,56,False,0.9759795274170273,1
1927,59586.83667,0,5,3,2000,129720.6715,1,22100.74843,9,1,15.13016746,2,1,520,459,True,0.9784583090520591,1
1878,45810.56443,2,4,6,800,46034.45581,2,28116.02292,10,3,17.88585206,1,0,497,-109,False,0.9953125,1
45,47272.64191,1,0,5,1000,109382.797,1,28895.01827,3,0,11.29059446,1,1,460,-133,True,0.14984978721073358,0
2534,79514.57174,0,5,8,1500,55304.55246,1,17540.62434,3,0,17.72213513,2,1,270,133,True,0.9632973519536017,1
1962,58948.34013,1,4,4,800,108602.1495,2,21425.27073,7,2,14.54338761,0,1,384,240,True,0.9853830128205129,1
2859,47508.46007,0,3,4,800,82650.3943,0,17629.15319,2,3,9.650019082,1,2,289,308,False,0.8596243709313564,1
442,31652.86648,0,0,2,800,81219.03826,2,23509.01223,6,0,10.59848036,0,1,449,157,False,0.18040929288075191,0
3419,37072.52187,0,3,10,1500,51953.96048,1,11340.90407,10,0,17.15871136,0,1,278,260,True,0.8041575985289223,1
218,49606.18916,2,2,2,2000,58818.86061,0,7455.295197,8,1,16.27314603,0,1,302,290,False,0.2580494406908879,0
1729,48736.95337,0,4,6,1500,68923.13177,1,23373.90929,1,2,20.08081517,1,1,544,241,True,0.943224574037074,1
1652,31677.08581,2,2,10,2500,31126.73369,2,23778.61705,10,2,13.28555545,0,1,442,343,True,0.7556671275383542,1
1765,67642.07372,0,2,7,1500,75533.46952,0,12658.17003,10,1,18.77451671,1,1,516,506,True,0.6765928062198381,1
2131,56107.66136,1,5,2,1000,27001.27556,1,19675.48608,5,3,12.46520784,0,1,409,188,False,0.9677110667110668,1
2979,72069.53218,0,0,6,2000,26979.92634,2,20038.49239,7,3,15.25908802,2,2,390,-43,False,0.20193944291003116,0
3389,70702.43735,0,5,7,800,53003.49024,0,9972.949721,1,2,19.30008993,1,1,538,77,True,0.9603601493535703,1
1580,32412.79025,2,1,5,2500,14350.17089,1,18590.82387,5,0,13.13503177,2,0,508,52,False,0.960732142857143,1
3248,30874.23134,2,0,3,1500,28512.05806,2,7797.503455,3,0,13.34754964,0,0,335,253,True,0.9491731174527227,1
1236,45527.90448,2,2,8,1500,39745.98455,1,13729.14524,2,0,16.49397627,2,1,546,21,False,0.11294552614125707,0
2871,58754.32715,0,3,6,2500,151891.9203,2,25374.32105,2,1,13.85900181,2,2,342,30,True,0.8949060384060384,1
2921,70988.23629,1,2,3,1500,88154.43489,0,29389.68766,10,1,15.34104445,0,2,328,-26,False,0.2999338801678199,0
879,51761.85275,2,2,7,2500,27489.84293,2,27128.4092,1,2,14.62218514,0,1,447,-138,False,0.20321705173911053,0
838,65118.20746,1,0,6,2500,92786.91067,1,14933.21219,3,2,11.44322461,0,1,513,504,False,0.20980793091067862,0
2064,69081.2676,1,4,1,2000,39314.23845,2,5706.546502,2,0,13.58621135,1,2,267,372,True,0.9374319291819293,1
2717,47063.6207,2,2,2,800,154571.2845,0,11318.00818,2,1,11.52268047,0,0,382,156,False,0.9619390123765124,1
840,30329.83042,2,1,5,2500,21678.15183,0,20896.78958,5,2,11.39915267,0,1,364,349,True,0.20966348745209043,0
2003,35213.30694,1,3,6,800,136042.6603,2,29785.31964,3,2,10.47136088,0,2,257,475,True,0.7797165716228214,1
0,30922.52225,1,2,1,800,70869.21775,2,17091.78066,5,3,16.37890774,0,1,439,-50,False,0.2816804035532753,0
1237,76614.68967,2,1,10,1500,59093.92485,0,5178.474489,6,0,15.79499489,0,1,302,506,True,0.2756032108156722,0
3416,37333.09378,2,3,7,800,86240.37762,2,16369.65454,3,2,20.14195485,0,0,427,201,True,0.9454702797202796,1
670,73015.96322,2,0,3,800,20217.90429,0,11811.63007,8,1,11.06925111,1,2,481,234,False,0.25110485674456245,0
2592,61409.36953,2,4,6,1000,96104.67385,2,25032.16192,1,1,11.18307208,1,2,475,-164,False,0.8921102524926054,1
1688,43058.28202,1,4,1,1500,36947.62278,2,29842.49832,1,3,12.41348444,1,0,282,209,False,0.9905854145854146,1
247,73687.20086,2,2,1,1500,16563.7955,0,28619.99838,3,3,11.00012409,1,1,281,156,True,0.2940037907354085,0
1116,33348.18629,1,2,1,2000,94455.50957,1,18635.86128,4,1,10.75910978,2,1,380,200,False,0.37192173569679376,0
2897,75296.916,1,4,1,2500,3907.656761,1,16028.85277,8,3,17.3046363,0,0,263,-116,False,0.9935833333333334,1
2627,66084.42662,0,3,7,2500,7741.591272,0,20733.11697,1,1,11.25730725,0,2,365,-83,False,0.9018274676712176,1
679,48135.4504,1,2,7,2000,10503.42913,2,7588.448227,2,1,13.02205445,2,2,475,17,False,0.2369523356857903,0
2254,73069.16289,1,1,4,1000,107458.4956,0,23815.4604,5,1,12.38870747,2,0,521,513,True,0.9690041751549104,1
175,68794.76175,2,2,2,1500,92709.60739,1,7703.810315,9,1,13.75777732,2,2,338,-79,True,0.17312195381158235,0
278,76157.17011,1,1,5,1500,26271.92073,2,10805.8127,4,1,16.12160829,2,2,379,426,True,0.08955804291370029,0
2366,45423.94865,0,4,3,1000,59128.37579,1,19952.46687,3,0,12.82524218,0,0,380,382,True,0.9979166666666666,1
2126,46181.20525,2,4,7,1500,155362.2549,2,10725.1984,8,0,15.3186184,0,2,566,498,True,0.9051246278231574,1
1110,43888.66454,1,2,1,1500,147030.9495,1,20305.43857,4,1,18.6021912,1,1,394,-47,True,0.265510769212298,0
2954,82102.84422,1,4,5,1500,104442.17,0,14650.67965,9,0,11.35084036,2,2,270,139,True,0.901749331586288,1
2256,48875.83527,0,1,5,2000,40215.66372,1,13633.47304,4,3,13.54261531,1,0,263,228,True,0.9634441808191808,1
416,57155.56585,0,1,2,1000,5154.043286,0,19633.94449,5,0,14.97640636,2,2,280,7,True,0.17152151557163178,0
3212,45823.69765,1,3,4,2500,139155.8558,2,4848.10749,6,0,17.91603364,1,0,288,222,True,0.9778391265597147,1
217,76339.67639,1,2,1,1000,65632.1808,1,21151.68735,3,0,15.75407655,1,2,260,452,False,0.24732365041004756,0
2295,37506.65281,2,1,5,800,66210.63023,0,9786.795293,7,0,15.50951848,0,1,397,-110,False,0.16425325907108032,0
642,41320.43596,1,1,9,1000,16545.20249,2,6488.253574,2,3,12.0151108,0,1,254,340,True,0.1148175195332703,0
564,71682.77654,2,0,1,1500,59638.62686,1,27256.35146,8,1,18.74241637,1,2,414,393,False,0.2640468234251129,0
1862,66934.90705,0,1,7,1500,26672.02601,2,27834.45782,9,2,10.92646027,2,2,528,199,True,0.7292694564422507,1
2417,44217.93685,1,4,5,800,89477.23961,1,8598.722365,4,2,13.87855365,1,2,275,-45,True,0.985214917027417,1
1151,39997.29496,1,1,3,800,44210.4533,1,5036.361954,2,2,11.7680806,0,1,497,-162,False,0.1991813409973241,0
744,46182.96476,2,1,5,1000,119405.0743,2,30156.71862,1,3,12.49996539,1,1,432,171,True,0.19912722204266323,0
449,42621.62751,2,1,5,2500,123590.9297,2,7250.751612,1,1,12.17719171,1,2,251,20,False,0.16922555222555233,0
1175,34871.9665,2,2,2,1500,83559.42811,0,25180.0715,3,0,15.35308243,2,1,410,-153,False,0.15664939472292422,0
3535,43776.38564,2,5,7,2500,58302.96471,0,7280.986033,8,2,18.46790844,0,0,472,-143,False,0.9948333333333333,1
2467,70861.40685,1,0,3,2500,122288.2804,2,25411.50644,1,0,14.70445493,1,0,316,232,False,0.9743556884292177,1
433,65363.17802,0,0,4,1500,102067.2871,0,10973.21093,3,1,14.16616078,1,1,377,181,True,0.07557521461381754,0
1839,54593.54644,1,3,10,800,112970.6341,0,24038.32549,7,3,10.51387675,0,2,253,66,True,0.8022629315129312,1
371,75373.4529,2,3,5,1500,97545.54785,0,16665.92485,6,1,11.21761097,1,2,472,96,True,0.18729660045836527,0
2915,71586.01342,0,5,8,1000,71374.50037,1,9775.991516,7,1,18.95451105,1,2,519,-139,False,0.9538381757131756,1
2130,70628.9747,2,4,2,1000,121658.2919,0,18852.84538,5,1,17.71855901,2,2,535,273,False,0.939575885919636,1
1820,69701.72874,0,3,1,2000,40486.90439,1,7129.649221,1,2,17.60151934,2,0,461,88,True,0.9852934173669468,1
3308,56734.49404,0,1,8,1000,88777.66362,1,19653.10906,8,2,16.23986163,0,2,320,-25,True,0.7929614716853495,1
3227,68833.32707,2,5,10,2000,2476.314536,1,7784.92796,9,3,19.98287574,1,1,327,248,True,0.9630153992249582,1
1075,76833.92825,2,3,9,2000,112239.386,1,7759.26753,5,3,13.9358269,1,2,313,69,False,0.23172814847476228,0
2788,73830.66993,2,0,7,2500,88934.20734,1,12060.76704,5,1,16.37151699,2,0,505,444,False,0.97795183982684,1
2895,56045.65972,1,5,10,1000,60772.81735,0,8607.989797,10,1,16.05126673,1,2,497,108,True,0.970256259671701,1
2770,46059.90711,1,4,2,800,31503.74321,0,11198.66247,6,1,15.31049908,2,2,486,224,False,0.9767902735057342,1
246,37259.93782,2,0,5,2500,70905.52103,2,20013.73102,2,3,13.25811737,2,2,463,432,True,0.17423985001926176,0
3333,47290.06154,1,5,8,2500,66542.45745,0,8101.29483,2,3,11.03117591,1,0,444,207,True,0.9967857142857143,1
505,45352.15661,2,1,3,2500,124509.9895,1,6590.909819,1,0,12.48536455,1,1,505,103,True,0.18914676050103124,0
1450,76862.42099,1,1,6,1500,107459.059,0,18697.76343,3,3,13.13772882,0,2,556,376,True,0.1193300459752666,0
1756,70325.30314,0,3,5,800,144424.1633,1,7679.887085,3,3,11.52234686,2,2,311,215,False,0.8730619241869243,1
2847,37267.88617,0,1,8,800,141719.1582,1,10169.94655,5,1,14.04836422,0,2,287,95,True,0.11125142382127681,0
3359,48498.06215,0,1,3,2000,64110.55363,2,18349.59062,10,2,17.67002166,2,0,313,244,True,0.9847733228781023,1
1736,57633.21905,0,2,4,2000,69628.96377,1,23868.33957,10,0,18.56750851,1,2,415,-5,True,0.5607144216078038,1
817,62305.71494,2,1,6,2000,71006.22191,1,6378.257324,10,0,11.42770824,0,1,275,110,False,0.3063660178508281,0
2080,72639.85672,1,5,4,2000,56957.05802,2,10614.20672,5,1,11.97058428,0,0,520,319,True,0.9951988636363638,1
1798,66917.2508,2,1,9,2500,22712.49058,1,18249.99705,3,2,10.97675231,0,2,390,274,False,0.18383803716708133,0
2147,71168.78936,2,5,5,2000,24375.22616,1,8340.062353,10,1,13.50269041,1,1,257,152,True,0.9374614309301809,1
2676,66603.57823,0,3,2,800,3144.809781,2,25886.08001,6,2,15.31290574,1,0,554,54,True,0.978016663891664,1
1242,30117.22794,1,1,9,2000,138574.6636,0,24875.39822,7,1,19.22022428,0,2,431,40,False,0.19849889610948052,0
1361,51526.56623,2,1,10,800,80554.38045,0,11543.63807,7,3,15.47077368,0,2,462,-162,True,0.15503743468004308,0
3529,66220.14198,0,5,1,2500,132078.0257,2,11103.21893,5,1,17.31684736,0,0,404,16,True,0.9965833333333333,1
1053,65870.95955,2,2,8,2500,147072.8882,2,29869.45967,8,1,13.44173824,2,2,278,63,True,0.418273844060996,0
907,37727.71029,1,2,5,2500,74623.72,2,21855.99846,5,2,11.2626656,0,1,380,107,False,0.23138593555137674,0
889,64149.88594,2,2,6,1500,94553.27355,0,7086.184544,8,0,10.96850049,1,2,366,156,False,0.2722676711413884,0
485,30687.64822,1,2,7,800,125492.7379,1,28522.71224,9,1,13.43330033,2,1,418,434,True,0.26800042050312955,0
2860,49634.31409,2,0,2,2000,7906.577468,2,24331.13981,8,3,10.29055804,0,2,557,306,True,0.7218958845484582,1
940,56948.48201,1,0,1,2000,82936.38065,2,10058.81422,1,0,14.00039997,2,2,417,239,False,0.1634049510548874,0
258,69654.48338,0,1,5,2000,107001.4362,0,25490.37936,9,1,10.17511091,1,2,405,253,False,0.22575250566427038,0
2428,66605.17332,0,2,8,2500,98260.8723,1,24752.6952,7,2,16.57070848,0,2,438,-24,True,0.6708234648371066,1
3088,70865.84662,0,2,6,2000,7500.484739,1,27155.71201,7,2,15.71106517,1,2,556,172,True,0.5390374447856068,1
2595,30285.2143,2,2,10,1000,51255.46139,2,22665.16335,9,0,10.40846902,0,0,394,375,True,0.9407722336895132,1
3249,75431.27184,0,4,1,800,58893.29277,2,18859.37828,2,2,13.76887545,1,1,298,325,False,0.9680363074425573,1
2564,34264.67482,1,3,8,2500,19820.97624,0,23314.70125,2,2,15.38539808,1,0,406,114,False,0.9916588827838828,1
3548,56430.6295,1,2,4,2500,44980.63985,1,8594.34848,5,3,13.68667614,1,0,523,-84,True,0.9535521978021978,1
1926,57535.3184,0,3,10,2500,81615.80395,2,22906.4051,8,2,11.47141497,1,1,471,311,True,0.9535215062715059,1
2686,62740.12872,0,2,10,2000,30603.91246,1,8418.051757,9,1,17.395898,0,1,337,453,True,0.5527692580896917,1
3435,55717.2486,1,2,10,1000,78657.95582,2,6861.49628,7,2,19.78616821,1,0,291,302,False,0.9366996220154113,1
785,37884.42891,2,3,3,800,32565.56696,2,5354.80761,1,2,12.64845347,0,2,456,4,False,0.3320904567246479,0
2398,59174.87062,0,1,7,2000,84284.91861,1,15646.15328,10,3,17.2403208,1,2,282,28,True,0.8293429421885304,1
2764,68305.69601,1,5,7,2500,66996.06428,1,21954.70418,2,0,17.35793641,1,2,239,-56,False,0.9557720959595959,1
596,54861.28499,2,3,9,800,81798.82932,1,6806.962592,8,1,16.3051945,1,2,360,15,False,0.2984433476954763,0
2284,34089.23167,2,5,7,2000,136378.4368,2,28428.01548,10,0,10.97345277,2,1,519,-10,False,0.9142414380962175,1
1436,64255.20416,1,2,1,1000,31737.72133,0,15746.16207,7,2,15.21090883,1,1,427,222,False,0.39326875979197956,0
296,53224.26322,2,3,3,1500,101028.3741,1,28329.24507,4,0,10.74100695,0,2,366,439,True,0.2912713661252748,0
798,73095.50157,0,1,9,2500,21630.22757,0,27100.55573,4,0,11.26047067,1,2,399,129,False,0.2437678487770401,0
507,75274.96863,1,1,4,2000,115520.1639,0,7458.287918,2,2,14.25177705,2,2,278,-172,False,0.23215843266210912,0
7,62202.89791,1,1,6,1000,16090.52121,1,24415.69542,7,1,17.49423582,1,1,497,434,False,0.22486779825566597,0
1956,63572.39527,0,4,5,2500,138326.4872,1,12233.97828,7,2,18.23220019,0,1,420,24,True,0.9833238358863361,1
3282,36465.31515,2,5,8,1000,139806.8209,2,23411.14653,10,3,17.62210863,0,1,267,76,False,0.9827712287712288,1
1614,70294.27641,1,1,7,800,59776.71174,1,23587.09389,1,2,16.46007583,2,2,325,-169,True,0.19790847148839355,0
2458,63063.97078,1,4,1,1000,130483.0576,1,28178.94734,6,3,12.96865343,0,2,287,269,True,0.974540404040404,1
1419,47118.22819,1,1,5,1500,144690.321,0,29237.3732,4,2,10.51319737,1,2,249,-27,False,0.29058163792906444,0
809,48713.51958,1,0,7,2500,69293.82903,2,5970.322501,8,1,14.6370793,1,2,400,108,False,0.25952403619557257,0
3423,59807.58802,0,5,6,1500,101045.6165,1,27723.63017,10,3,10.09363385,1,2,378,270,True,0.9683698246198245,1
2486,52383.91862,1,0,3,1000,139326.7172,0,11708.11165,9,2,13.99881388,1,1,283,420,False,0.8682201338285896,1
3218,50338.60116,0,0,2,2500,26853.55503,0,19316.9337,8,0,11.31567541,2,0,570,517,True,0.9134205084131554,1
2514,65791.80284,2,5,10,2000,69606.68856,0,17458.92921,10,2,10.73261801,2,2,343,210,False,0.9640852113572703,1
1206,72290.28959,1,1,3,1000,134065.7803,0,23824.34891,8,0,17.0657319,1,1,566,139,True,0.17176764901764907,0
96,43577.10422,2,2,2,2500,145077.6568,1,22750.18164,1,1,16.23095042,1,1,452,347,True,0.27734456191009893,0
2335,64151.66693,0,4,5,2500,143414.4029,1,19134.37062,4,0,11.73384594,2,0,414,-37,False,0.9965827922077923,1
1743,37221.95448,2,4,8,800,106406.4185,0,20655.86437,1,2,14.74337906,2,2,529,371,True,0.9175657432844931,1
657,40323.55765,2,3,5,1500,10091.9568,2,30048.97782,3,2,12.95740936,1,2,390,339,False,0.3187286509070566,0
3169,33039.8689,2,5,7,800,81664.24614,1,7102.29629,4,1,17.93478885,1,2,320,451,False,0.9133381202131204,1
25,63307.35069,2,2,5,1500,40597.20127,1,23346.29315,5,3,17.24117943,2,2,440,228,True,0.12411945573893984,0
2281,65236.73295,2,5,1,800,78493.39468,0,10012.44589,9,3,13.81894963,2,0,317,82,False,0.999077380952381,1
3551,73152.81109,2,5,7,1000,92220.22125,1,23879.10292,1,0,16.66646799,1,0,512,97,True,0.9976068376068377,1
2408,75231.79241,0,5,4,800,152831.932,0,28067.23563,7,0,18.36704016,1,0,337,24,False,0.9936041666666666,1
1073,48237.00051,1,1,8,800,2360.204288,1,23958.02197,8,0,10.48119561,0,1,396,454,True,0.2626431444764834,0
1068,32330.52507,2,2,9,800,81549.90253,0,21972.81829,6,2,17.69504703,1,2,483,-75,True,0.12303542923429842,0
1425,78898.03448,2,3,5,1000,143200.2419,0,8062.393328,4,2,12.46000481,0,1,491,-130,True,0.269425505651899,0
2548,30104.20549,1,0,1,800,102478.672,1,23386.99262,9,3,19.94857855,2,1,465,241,True,0.7668990372909683,1
2218,58264.95454,0,5,6,800,130761.4143,0,18770.16579,1,0,14.57418544,0,2,326,-21,False,0.9774640151515152,1
67,65284.32329,1,0,6,800,99204.41309,1,11258.24063,9,1,12.20119974,0,1,240,292,False,0.4370696662406223,0
1728,68541.23568,1,3,1,2500,17302.97206,2,22254.59615,5,1,18.65121353,0,1,284,-159,True,0.7851843644509087,1
2970,73025.59852,2,1,5,1500,141179.8778,1,17178.23033,7,0,16.25194559,2,0,523,-78,True,0.9465998307248309,1
3258,66574.95768,2,5,8,1500,130148.8246,0,21016.69022,10,1,14.24168425,0,2,433,96,True,0.9553786040348536,1
3356,48778.64676,0,3,1,800,98546.02238,2,28178.84899,6,1,16.75180267,2,0,260,421,False,0.9945098981900452,1
2170,63567.45304,1,3,10,2500,61970.16288,2,5093.043107,3,3,17.58003361,0,0,323,-126,True,0.9772029771698888,1
31,52876.32603,2,0,2,2000,89517.16666,0,15207.61011,7,0,13.24296567,1,1,528,263,True,0.20918611107134155,0
3030,51219.18525,0,4,5,800,94575.78059,0,26764.06524,1,1,17.93944125,0,2,378,83,False,0.9746043851981351,1
2570,67864.96264,2,0,9,1000,4510.49434,1,22227.92973,2,0,12.47416101,2,0,408,374,False,0.9615528083028084,1
610,81323.76788,2,0,6,2500,101572.6591,2,16926.73456,2,3,12.51949877,0,1,443,125,True,0.13941286618008764,0
2014,55879.08803,2,4,6,2000,64006.06265,1,16491.80828,2,1,16.05656804,2,1,288,-65,False,0.9513709866522366,1
3288,55550.3154,1,5,3,2500,28185.70722,1,17090.50479,10,3,11.63111989,1,0,257,488,True,0.9996875,1
343,38260.04968,1,0,1,2500,146519.5945,0,23517.61467,3,2,15.74410181,0,2,501,-149,True,0.2359032987029311,0
1501,50274.29686,2,1,10,800,66726.35682,1,28040.91835,7,1,12.58048338,0,1,517,-111,False,0.22120221710479065,0
1513,55906.16888,1,1,10,2000,99983.70871,1,6797.27675,3,1,13.84466091,2,2,263,31,False,0.16188514120683237,0
3078,45244.01714,2,2,7,1500,93549.20654,2,10849.4206,6,2,18.2015252,2,0,280,361,False,0.9762158986846486,1
2699,74171.75367,1,3,1,1000,87784.33675,0,23658.71164,4,1,11.87677405,2,0,245,117,False,0.9825438034188035,1
3025,35510.7394,2,5,10,800,65534.14337,2,14515.01022,6,0,18.673914,2,1,560,108,False,0.9033995830558331,1
2369,68027.87171,2,2,1,2000,103509.7039,2,9778.263507,8,1,14.82072519,0,2,492,182,False,0.334941616647886,0
1779,53868.37338,0,2,5,1500,106360.1945,1,13234.43166,3,1,19.5225496,1,2,484,354,True,0.6554407685859891,1
1178,63316.98309,0,0,3,2500,101635.293,0,21927.50691,4,0,13.48446062,0,1,454,358,False,0.15326328144894327,0
3142,71300.5044,2,3,4,800,77298.77225,1,5734.980124,1,3,11.30801893,0,0,456,218,False,0.942452478077478,1
1720,68843.28761,0,3,6,800,98240.52194,1,21070.38155,5,3,10.8831303,1,0,244,-79,True,0.972102793040293,1
