Vehicle_Model,Mileage,Maintenance_History,Reported_Issues,Vehicle_Age,Fuel_Type,Transmission_Type,Engine_Size,Odometer_Reading,Last_Service_Date,Warranty_Expiry_Date,Owner_Type,Insurance_Premium,Service_History,Accident_History,Fuel_Efficiency,Tire_Condition,Brake_Condition,Need_Maintenance
Truck,63471.68848,Good,2,4,Petrol,Automatic,2500,4283.322268,28/8/2023,16/5/2025,Third,8092.785506,3,3,15.5106504,New,Worn Out,1
Truck,42298.46672,Good,0,4,Petrol,Automatic,2000,6049.622725,27/5/2023,4/11/2024,First,12034.80739,3,3,17.88745219,New,Worn Out,1
Truck,74321.72189,Good,3,2,Diesel,Manual,2500,8242.664915,14/1/2024,7/4/2025,First,16676.42432,4,1,17.13879968,Worn Out,Worn Out,1
Truck,73354.57785,Good,1,9,Electric,Manual,1500,49821.12935,30/11/2023,1/8/2025,First,15031.80496,3,2,18.89511971,New,New,1
Truck,65150.8459,Good,2,10,Electric,Automatic,800,38151.543,17/7/2023,25/10/2024,Third,6333.748739,9,3,14.23452102,Good,New,1
Truck,36160.83187,Poor,0,9,Electric,Automatic,2500,23794.98328,26/2/2024,18/2/2026,Second,10411.60948,9,2,12.45781096,Good,New,1
Truck,72373.57986,Poor,1,4,Electric,Manual,2500,78854.42683,13/2/2024,12/12/2025,Third,27539.47645,5,0,18.7820534,Worn Out,Worn Out,1
Truck,30816.41094,Poor,5,6,Petrol,Automatic,800,12417.04413,19/8/2023,18/9/2024,Second,14379.14079,3,3,19.01273314,New,New,1
Truck,79938.53875,Poor,1,10,Electric,Automatic,800,78814.54211,27/1/2024,4/8/2024,Third,29185.43439,6,0,13.11489897,Good,Worn Out,1
Truck,38500.60548,Poor,4,9,Petrol,Manual,2500,138769.623,13/6/2023,26/9/2024,Second,11345.4018,10,2,18.56502879,Worn Out,New,1
Truck,29391.64795,Poor,2,3,Electric,Automatic,2500,43079.58707,25/6/2023,4/2/2025,Second,23138.70985,9,2,12.51262746,Worn Out,New,1
Truck,33021.25939,Average,3,8,Petrol,Manual,1500,133194.5694,30/1/2024,12/5/2025,First,21953.69721,5,1,16.07637955,Good,Good,1
Truck,41743.12035,Poor,3,10,Diesel,Manual,2000,48973.74435,20/8/2023,12/1/2025,Second,12860.43002,10,3,13.61007394,New,New,1
Truck,50579.13698,Average,3,6,Petrol,Automatic,1000,67597.84665,5/8/2023,30/7/2025,Second,26955.54448,4,3,10.35996688,New,New,1
Truck,50743.82551,Good,2,9,Diesel,Automatic,800,65677.87571,9/7/2023,27/7/2024,First,21664.80538,6,1,11.01862866,Good,Worn Out,1
Truck,60095.70515,Poor,1,9,Petrol,Manual,800,144469.7856,4/9/2023,20/6/2024,First,26951.15266,9,3,11.039248,Good,Worn Out,1
Truck,43651.60732,Good,5,7,Diesel,Manual,1500,112148.0817,25/12/2023,10/6/2024,First,11578.85141,9,1,17.40008715,Good,Worn Out,1
Truck,50823.30568,Good,3,6,Petrol,Manual,800,150856.3589,20/1/2024,7/11/2024,Second,13609.59713,2,0,18.72959415,Good,Worn Out,1
Truck,67746.74985,Poor,4,10,Diesel,Automatic,2500,78353.70823,15/2/2024,12/10/2024,Third,11540.07649,9,0,12.0889027,Good,New,1
Truck,43168.29592,Good,3,10,Petrol,Manual,1000,117840.8992,12/6/2023,27/6/2025,Third,14971.4586,7,1,11.38854998,Good,Worn Out,1
Truck,57126.21855,Good,1,6,Diesel,Automatic,1000,145936.6328,10/11/2023,21/12/2024,First,7619.059172,9,0,15.089174,Worn Out,Good,1
Truck,57642.12938,Average,0,8,Diesel,Automatic,2000,139462.9406,27/1/2024,9/12/2025,Second,28901.76449,2,1,13.86093586,New,Worn Out,1
Truck,43431.7457,Average,2,2,Diesel,Automatic,2000,81867.41504,25/2/2024,11/5/2025,Second,27660.40948,2,3,10.57646776,Good,Good,1
Truck,73918.93085,Good,4,9,Petrol,Manual,1000,66552.22464,13/7/2023,25/7/2024,First,23115.33919,9,0,13.59234216,Good,Good,1
Truck,46041.90128,Good,4,4,Diesel,Automatic,1000,119999.0306,2/1/2024,22/6/2025,Third,13642.71383,10,3,16.24647073,New,New,1
Truck,41049.13687,Average,4,6,Diesel,Manual,2500,132438.2575,1/12/2023,20/11/2025,Third,17021.98377,10,1,17.38732268,New,Good,1
Truck,39814.37097,Good,1,9,Diesel,Manual,2000,100485.9931,1/8/2023,26/12/2024,First,19662.14005,7,1,16.59540619,New,Good,1
Truck,54454.51319,Average,5,2,Diesel,Automatic,2500,60524.11883,3/5/2023,22/10/2024,Third,25427.64594,5,3,10.23743643,Good,Worn Out,1
Truck,57677.38607,Good,0,9,Diesel,Manual,1500,117031.1914,17/8/2023,3/12/2024,First,29074.19299,5,1,14.59860332,New,Worn Out,1
Truck,77855.55308,Good,3,4,Petrol,Automatic,2000,83072.23127,23/8/2023,11/11/2025,First,22981.374,3,1,13.60737837,Worn Out,Good,1
Truck,41321.48439,Average,4,6,Electric,Automatic,1000,30533.89334,29/10/2023,2/12/2025,Second,26851.06296,6,0,10.42987733,New,New,1
Truck,57132.24139,Poor,3,4,Electric,Manual,2000,97663.24712,24/1/2024,9/6/2024,First,27588.7778,3,3,12.3982777,Worn Out,New,1
Truck,71754.83739,Poor,2,5,Diesel,Automatic,800,13194.19033,22/10/2023,30/5/2024,Second,13534.69075,7,1,18.71314934,Worn Out,Good,1
Truck,64547.5748,Poor,5,6,Diesel,Automatic,1000,49205.02447,10/9/2023,23/9/2024,Third,14519.82779,4,3,14.09620933,Worn Out,Worn Out,1
Truck,67135.14454,Poor,3,6,Diesel,Automatic,2500,36130.80543,16/11/2023,22/1/2025,First,25797.96878,10,3,18.93993658,New,New,1
Truck,67806.37413,Poor,5,2,Diesel,Manual,800,2075.34762,23/8/2023,1/3/2025,First,8372.519582,1,2,14.14754857,New,Worn Out,1
Truck,58601.56627,Poor,5,8,Diesel,Manual,1500,32449.82689,2/12/2023,5/12/2025,Third,16172.62473,5,1,17.92897685,New,Good,1
Truck,64113.88914,Poor,3,2,Electric,Automatic,800,148719.8893,23/9/2023,16/2/2026,Third,18257.71786,1,3,15.00487501,Worn Out,New,1
Truck,77717.62466,Average,0,8,Petrol,Manual,1500,96420.47665,2/5/2023,23/10/2025,Second,24803.22627,10,1,18.866611,New,Worn Out,1
Truck,51976.39239,Average,2,8,Electric,Automatic,2000,37253.24474,22/5/2023,2/4/2025,First,21895.81244,10,2,11.39478909,Worn Out,Good,1
Truck,66115.97137,Good,2,1,Petrol,Manual,2500,95578.63076,4/2/2024,19/8/2024,Third,17918.34841,8,2,16.04870531,New,Good,1
Truck,65349.12885,Average,4,7,Diesel,Manual,1000,100805.4285,4/2/2024,23/3/2026,Second,24957.97637,6,2,12.53281797,Good,Good,1
Truck,46150.1013,Average,4,10,Electric,Automatic,1500,87524.63478,24/6/2023,4/3/2026,Second,13552.73595,10,3,18.87456006,New,Good,1
Truck,44606.92398,Poor,4,4,Electric,Automatic,2000,108605.0823,26/7/2023,16/6/2025,Second,25324.22026,6,2,19.10580419,New,Worn Out,1
Truck,57535.3184,Poor,3,10,Petrol,Manual,2500,81615.80395,11/7/2023,1/9/2025,Third,22906.4051,8,2,11.47141497,Good,Good,1
Truck,59586.83667,Poor,5,3,Diesel,Manual,2000,129720.6715,23/5/2023,27/1/2026,Second,22100.74843,9,1,15.13016746,New,Good,1
Truck,72660.78577,Good,4,10,Petrol,Manual,2000,137621.6712,1/8/2023,20/6/2024,Third,8704.547996,2,0,15.73804736,Good,Good,1
Truck,45493.39482,Good,3,4,Diesel,Manual,2000,45007.60416,17/6/2023,4/3/2025,Second,19873.75408,7,2,11.56670788,Good,Good,1
Truck,43002.18434,Poor,0,6,Electric,Automatic,800,125949.9932,26/2/2024,13/3/2026,First,13947.93792,10,2,15.25144425,Good,Worn Out,1
Truck,45188.16528,Poor,5,9,Electric,Manual,1000,123387.5967,7/6/2023,26/7/2025,First,19556.92552,7,3,15.81475023,Good,Worn Out,1
Truck,37036.7954,Average,2,9,Petrol,Automatic,1000,77826.10898,11/12/2023,17/1/2025,Second,7978.871175,7,0,11.86769211,New,Good,1
Truck,33237.87656,Good,4,5,Electric,Automatic,1000,23138.67371,8/2/2024,11/8/2024,Second,12829.577,9,2,13.22802037,Worn Out,Worn Out,1
Truck,45865.07882,Average,4,7,Diesel,Automatic,1000,85451.93885,15/4/2023,4/3/2025,Second,6063.249634,1,0,15.61344585,Good,New,1
Truck,65219.81339,Poor,4,2,Petrol,Automatic,800,115585.6257,18/11/2023,19/7/2025,First,30990.38456,1,2,17.90262811,New,Worn Out,1
Truck,32359.32961,Good,4,1,Diesel,Automatic,2000,142633.9698,15/7/2023,7/10/2025,Third,17159.93221,4,1,18.09846481,Worn Out,Good,1
Truck,57307.22876,Poor,1,8,Diesel,Manual,2000,13815.24046,17/12/2023,28/8/2025,Third,17140.26292,8,1,11.83551041,Good,Worn Out,1
Truck,59197.54771,Average,5,1,Electric,Automatic,2000,10244.01776,24/11/2023,21/12/2024,Second,20767.59744,9,2,15.06513264,Worn Out,Worn Out,1
Truck,67105.65109,Poor,5,7,Diesel,Automatic,2000,68298.84151,14/6/2023,3/1/2025,First,12245.37105,3,1,14.20394959,New,Worn Out,1
Truck,33107.25221,Poor,0,9,Diesel,Automatic,1000,16591.2143,4/7/2023,1/1/2026,First,16137.05378,6,0,13.53277411,Good,Worn Out,1
Truck,74449.29485,Average,3,1,Diesel,Manual,2000,73040.55391,14/4/2023,15/8/2024,First,27678.69241,1,2,9.948368181,Good,Good,1
Truck,33325.7456,Average,2,9,Electric,Automatic,800,66314.86664,21/8/2023,10/6/2024,Third,20355.35356,2,0,10.87773078,New,Worn Out,1
Truck,49146.17231,Poor,4,6,Petrol,Manual,2500,14920.00026,25/9/2023,30/8/2024,Second,16612.58963,10,1,19.78497243,Worn Out,Worn Out,1
Truck,35956.14193,Good,4,9,Electric,Automatic,1000,101785.9605,27/8/2023,14/8/2025,Third,4902.152543,7,3,17.65068664,Good,Good,1
Truck,37592.99268,Good,2,10,Petrol,Automatic,1000,63422.48376,31/1/2024,13/3/2026,Third,23410.04055,5,2,17.40746344,Worn Out,New,1
Truck,34368.10753,Average,5,3,Electric,Manual,2500,124235.2378,7/11/2023,15/3/2025,First,10017.70049,7,0,13.99437632,New,Worn Out,1
Truck,62986.02025,Poor,5,5,Diesel,Automatic,1500,52108.97816,8/8/2023,7/12/2025,Second,21477.47897,8,0,16.66759234,Good,Worn Out,1
Truck,44714.44449,Good,0,6,Electric,Automatic,1500,17226.00018,11/7/2023,2/9/2025,Second,11673.76531,1,0,13.44201764,New,Worn Out,1
Truck,32645.20951,Good,5,9,Diesel,Automatic,2000,10002.50958,14/12/2023,8/6/2024,Second,28466.82091,7,0,17.07738875,New,New,1
Truck,79687.22578,Good,5,10,Electric,Manual,2500,116673.8274,4/9/2023,1/8/2025,Second,20980.35715,2,3,19.05837822,Worn Out,New,1
Truck,63667.70341,Good,4,2,Diesel,Automatic,1000,131154.0803,20/2/2024,30/7/2024,Second,24267.88327,10,0,12.41362038,Good,Good,1
Truck,52892.01166,Good,2,2,Petrol,Automatic,2000,8723.664325,29/4/2023,14/7/2025,First,21658.30871,8,3,10.84017982,Good,New,1
Truck,51209.15912,Poor,2,4,Petrol,Automatic,1500,86195.81664,24/8/2023,7/4/2025,Second,9892.974326,3,2,10.95564832,Worn Out,Worn Out,1
Truck,72524.01152,Poor,3,10,Diesel,Automatic,2000,40319.33351,13/2/2024,11/1/2025,Third,27030.63076,6,0,15.10377526,New,Good,1
Truck,69418.06283,Poor,2,2,Petrol,Automatic,800,131577.9172,27/4/2023,4/4/2025,Third,21183.91639,2,2,14.18352056,Worn Out,Good,1
Truck,63572.39527,Poor,4,5,Petrol,Manual,2500,138326.4872,31/8/2023,18/11/2024,Second,12233.97828,7,2,18.23220019,Worn Out,Good,1
Truck,66122.20811,Average,5,1,Diesel,Manual,1500,84181.16395,18/1/2024,16/1/2026,First,24492.67851,8,1,14.180075,Good,Good,1
Truck,61645.50209,Average,0,10,Petrol,Automatic,800,111478.0882,16/4/2023,22/12/2024,First,6842.913144,9,2,10.61429617,New,Good,1
Truck,48658.13229,Good,3,1,Electric,Automatic,1500,110991.1104,24/2/2024,31/8/2024,Second,7409.030514,10,0,17.93360359,New,Worn Out,1
Truck,37780.38762,Poor,5,9,Petrol,Manual,2500,125903.8798,27/4/2023,25/2/2025,Third,27881.89664,4,2,12.8532009,New,Worn Out,1
Truck,42979.20185,Average,3,1,Electric,Automatic,1500,35210.66662,21/9/2023,2/1/2025,First,17937.0178,1,2,12.23393657,Worn Out,Worn Out,1
Truck,58948.34013,Average,4,4,Diesel,Manual,800,108602.1495,6/10/2023,22/6/2025,Third,21425.27073,7,2,14.54338761,Worn Out,Good,1
Truck,66859.57962,Poor,4,4,Electric,Manual,2500,132497.6544,30/9/2023,9/9/2025,Second,6435.826394,7,0,18.75027397,Good,Worn Out,1
Truck,69502.7494,Poor,2,7,Diesel,Automatic,1000,151360.6174,16/7/2023,5/7/2025,First,5720.110914,1,1,12.46699918,Good,Good,1
Truck,46474.7289,Average,2,5,Diesel,Automatic,2500,28781.04247,26/11/2023,1/2/2025,First,8893.206596,8,1,17.48388077,New,Worn Out,1
Truck,50707.29741,Average,2,3,Petrol,Automatic,2000,80095.90539,11/2/2024,29/11/2025,Second,7790.893922,1,2,13.94699982,Worn Out,Worn Out,1
Truck,80807.7347,Good,5,10,Diesel,Automatic,1000,139337.4961,6/6/2023,17/7/2025,Second,25379.00203,6,0,13.03593073,New,Good,1
Truck,51827.05279,Poor,1,5,Diesel,Automatic,1000,137186.059,4/10/2023,14/7/2024,Second,13690.93991,9,2,10.54078247,Good,Good,1
Truck,48181.70487,Good,5,9,Petrol,Manual,2500,35588.47034,29/10/2023,28/7/2024,First,13219.20635,3,3,15.17419448,New,Worn Out,1
Truck,54338.51979,Good,4,5,Electric,Automatic,1500,27557.24433,11/6/2023,22/8/2025,Second,27832.97597,9,0,16.19741782,Good,New,1
Truck,47061.25269,Poor,5,4,Electric,Manual,800,32295.53967,2/7/2023,16/5/2025,First,24437.61618,2,1,16.7040294,New,New,1
Truck,29802.3133,Good,0,9,Diesel,Automatic,1500,136542.4903,4/11/2023,28/1/2026,Second,20126.87594,2,3,19.10568734,Worn Out,Worn Out,1
Truck,64603.71588,Good,5,3,Petrol,Automatic,2500,46087.26302,28/5/2023,22/10/2024,Second,23319.93579,6,2,18.17886147,New,Good,1
Truck,65707.24664,Average,3,4,Petrol,Manual,2500,44197.43933,7/6/2023,11/6/2025,First,14630.01139,10,3,15.14555563,Good,Good,1
Truck,61681.63639,Average,5,9,Diesel,Manual,1500,35008.92572,6/5/2023,24/7/2024,First,11192.89076,5,1,12.23931459,Good,New,1
Truck,74159.59834,Good,5,6,Petrol,Automatic,2000,110374.2219,20/5/2023,14/9/2025,First,10897.79961,4,0,12.18382261,Worn Out,Worn Out,1
Truck,75804.57888,Average,2,4,Electric,Manual,800,16888.1105,17/6/2023,11/2/2025,Third,28227.41574,4,3,13.52865019,Worn Out,New,1
Truck,52038.50637,Poor,3,7,Petrol,Automatic,1500,81723.63264,4/11/2023,12/7/2025,First,19209.41643,7,1,16.4766013,Good,New,1
Truck,68728.57554,Good,3,2,Electric,Manual,2000,51781.43561,30/4/2023,20/7/2025,Second,5407.904788,7,3,11.06946848,Good,Worn Out,1
Truck,53997.6595,Good,4,1,Petrol,Manual,800,52398.63446,2/8/2023,16/11/2024,Third,19416.64874,3,0,17.41119056,Good,New,1
Truck,35029.81183,Average,0,1,Diesel,Manual,800,63044.38688,3/6/2023,7/4/2025,First,22961.27226,5,1,12.20394597,Good,Worn Out,1
Truck,34922.49289,Average,4,8,Electric,Manual,1000,85882.21346,7/7/2023,21/12/2024,Third,15524.57153,2,2,13.69345932,New,Worn Out,1
Truck,54442.24121,Average,2,4,Electric,Automatic,2000,67668.18214,20/8/2023,15/12/2025,Second,26271.58135,6,0,18.91145091,Worn Out,Good,1
Truck,78675.34048,Poor,4,4,Electric,Manual,1500,2153.698579,28/6/2023,6/9/2025,Second,28263.43244,5,2,17.0422713,Worn Out,Good,1
Truck,68982.89988,Poor,5,9,Electric,Automatic,1500,102143.6387,1/10/2023,12/2/2026,Second,16634.38056,10,1,15.57396268,Worn Out,Good,1
Truck,58547.26609,Poor,1,2,Diesel,Manual,800,29767.1146,9/4/2023,2/2/2025,First,20774.07144,4,3,17.25424689,Worn Out,Worn Out,1
Truck,74740.22928,Good,2,9,Electric,Automatic,800,77382.91716,10/9/2023,3/11/2024,Third,21893.67053,8,1,12.36855564,Good,New,1
Truck,30677.26637,Poor,2,4,Petrol,Automatic,2500,119891.1899,5/9/2023,27/8/2024,Third,26985.51508,1,2,15.56895566,Good,New,1
Truck,74231.78188,Average,4,3,Petrol,Automatic,2500,145682.0139,15/11/2023,1/11/2024,Second,10834.87513,9,1,11.30594488,New,Good,1
Truck,45876.98242,Poor,4,4,Petrol,Automatic,2500,57531.20358,11/7/2023,1/12/2024,Third,14799.16822,2,3,15.199816,New,Worn Out,1
Truck,73207.12659,Poor,2,5,Electric,Automatic,1500,83065.91078,23/11/2023,23/2/2025,Third,10980.87013,4,3,15.562369,New,Worn Out,1
Truck,37502.97118,Good,1,8,Petrol,Manual,1000,51985.0917,4/10/2023,2/8/2025,Third,15487.6644,1,1,16.09215207,Good,Worn Out,1
Truck,44837.17963,Good,1,8,Petrol,Automatic,2000,47082.97551,16/10/2023,4/7/2025,Third,27164.45107,9,3,17.36782478,New,Good,1
Truck,53031.69422,Average,4,8,Diesel,Manual,1500,8874.384217,1/2/2024,19/6/2025,Second,13902.76257,7,1,18.77608344,New,New,1
Truck,66734.84881,Poor,4,5,Electric,Manual,800,100713.3581,28/4/2023,2/7/2024,First,20474.08331,9,3,17.87077194,Good,Worn Out,1
Truck,47762.29103,Good,0,10,Diesel,Automatic,2000,74014.1723,24/12/2023,13/1/2026,Third,5524.074077,10,1,13.94823618,Good,Worn Out,1
Truck,70113.69008,Good,2,9,Petrol,Automatic,2000,71600.55825,29/12/2023,18/5/2025,First,6060.52175,10,2,11.20691732,Good,Worn Out,1
Truck,58123.74676,Good,1,7,Petrol,Automatic,800,149358.7146,18/7/2023,24/6/2024,First,14023.58243,5,3,16.51206518,Good,Worn Out,1
Truck,46189.56335,Good,1,8,Electric,Automatic,1500,104616.1828,18/2/2024,4/10/2025,First,28970.69524,5,3,16.26121282,Good,Worn Out,1
Truck,32357.78737,Average,5,10,Petrol,Automatic,2500,150306.0073,12/12/2023,1/10/2025,Second,19980.31879,5,3,13.36032414,New,Worn Out,1
Truck,75920.14804,Poor,4,2,Petrol,Automatic,2500,122196.6675,3/9/2023,16/11/2024,Third,19750.83689,7,0,10.7023431,New,Good,1
Truck,47551.4359,Good,2,10,Diesel,Manual,1000,74549.15846,7/7/2023,30/3/2025,First,27733.14533,6,3,12.19924207,Good,Worn Out,1
Truck,35213.30694,Average,3,6,Petrol,Manual,800,136042.6603,10/2/2024,12/2/2026,Third,29785.31964,3,2,10.47136088,Worn Out,New,1
Truck,73593.54918,Poor,5,7,Petrol,Manual,1500,34104.85787,6/8/2023,6/5/2024,Second,9674.361924,5,2,18.08746525,Worn Out,Good,1
Truck,37736.71843,Average,3,10,Diesel,Manual,1000,72972.17924,5/9/2023,8/10/2024,First,28125.99979,10,0,13.49488549,New,Worn Out,1
Truck,58005.93564,Good,1,10,Diesel,Automatic,2500,44004.12121,4/10/2023,21/9/2024,Third,6402.355194,4,3,16.15577184,Good,Worn Out,1
Truck,34849.19575,Poor,1,1,Diesel,Manual,2500,112518.3935,10/5/2023,19/9/2025,First,29552.01277,10,2,11.38363468,Worn Out,Worn Out,1
Truck,49037.46361,Poor,4,2,Petrol,Automatic,2000,36888.95825,2/7/2023,6/10/2025,Second,18445.47239,9,2,14.43504401,New,New,1
Truck,56853.59654,Average,5,8,Petrol,Manual,2000,125132.2929,10/5/2023,18/5/2025,Second,6014.628861,8,1,19.04036795,Good,New,1
Truck,61052.52171,Poor,2,3,Electric,Manual,1500,72075.39177,20/5/2023,8/12/2024,First,25272.37085,1,1,14.41530143,Worn Out,Good,1
Truck,76718.88694,Average,2,8,Petrol,Manual,1000,133830.9645,20/4/2023,6/5/2025,Third,16292.08669,8,0,10.21804682,Good,Worn Out,1
Truck,34827.86199,Good,4,4,Diesel,Automatic,2000,146067.1462,10/1/2024,21/6/2024,Second,19972.26853,9,1,12.36219893,Worn Out,New,1
Truck,71173.14231,Good,4,7,Electric,Automatic,2000,50692.43624,30/7/2023,20/11/2024,First,17789.91995,2,0,14.36612012,New,New,1
Truck,55879.08803,Good,4,6,Diesel,Automatic,2000,64006.06265,10/1/2024,21/8/2024,Second,16491.80828,2,1,16.05656804,New,Good,1
Truck,59362.43383,Good,0,1,Diesel,Automatic,2500,58356.65475,17/8/2023,18/2/2026,First,25910.3653,3,3,17.54476823,New,Good,1
Truck,45751.96678,Good,2,4,Petrol,Automatic,1000,40634.4977,29/12/2023,12/11/2024,Third,11770.70043,4,1,10.41688864,New,New,1
Truck,53737.05001,Average,0,3,Electric,Manual,1000,57316.60222,2/6/2023,26/9/2024,First,18477.86146,9,0,11.32839918,Good,Worn Out,1
Truck,56827.15226,Good,0,7,Petrol,Automatic,2000,106548.6748,26/12/2023,14/7/2024,First,10108.57286,2,0,15.73724789,Worn Out,Worn Out,1
Truck,60277.67821,Good,0,10,Diesel,Automatic,1000,75329.3138,15/9/2023,20/8/2024,Second,18623.19323,4,1,11.47597887,New,Good,1
Truck,70714.41718,Poor,5,5,Petrol,Automatic,1500,49264.58345,24/8/2023,13/9/2025,Second,26960.02748,2,2,18.94718651,Good,Good,1
Truck,48406.85896,Good,4,7,Petrol,Manual,1000,6302.293743,5/2/2024,3/1/2025,First,20712.10648,6,1,17.26243042,Worn Out,New,1
Truck,34562.98365,Average,5,7,Electric,Automatic,800,119562.9595,4/2/2024,12/1/2025,First,16824.76746,8,3,12.54977854,New,Worn Out,1
Truck,57814.6558,Poor,3,9,Electric,Automatic,800,18333.70442,25/6/2023,6/12/2024,Third,13399.59282,10,3,18.61828458,Worn Out,Good,1
Truck,32952.81318,Good,0,1,Petrol,Automatic,2500,95387.62939,25/12/2023,1/5/2024,Third,27474.34836,2,2,16.92157432,Worn Out,New,1
Truck,76952.12823,Poor,4,2,Petrol,Automatic,1000,30984.07389,5/10/2023,13/7/2025,Third,22836.31213,10,3,11.55878543,Worn Out,Good,1
Truck,45383.07371,Average,4,6,Electric,Manual,2500,32154.29334,18/6/2023,9/2/2025,Third,22201.33583,4,2,10.85343063,Worn Out,Worn Out,1
Truck,44993.46265,Poor,5,1,Diesel,Manual,2000,106792.7261,14/2/2024,9/7/2025,Third,14324.98456,2,0,16.79646667,Good,New,1
Truck,46244.27478,Good,3,7,Petrol,Automatic,2500,27241.47145,19/4/2023,31/12/2025,Third,8911.789502,10,3,18.85807967,Worn Out,Worn Out,1
Truck,80442.88196,Poor,1,7,Electric,Automatic,1000,150696.7692,8/7/2023,6/2/2025,Third,25513.78495,1,0,19.3164974,Worn Out,Good,1
Truck,59336.25166,Poor,4,8,Petrol,Manual,2000,128106.9558,12/4/2023,12/11/2025,Third,28183.39681,4,2,15.91749801,Worn Out,Worn Out,1
Truck,46283.59518,Poor,2,10,Electric,Automatic,1000,22837.72815,20/12/2023,11/9/2025,Third,9760.442005,6,1,15.2651462,New,Worn Out,1
Truck,50928.42793,Poor,2,1,Diesel,Manual,1500,90300.73467,14/8/2023,10/12/2024,Third,21213.0763,8,2,14.85355699,New,New,1
Truck,43971.00999,Poor,1,4,Petrol,Automatic,800,42131.20191,12/5/2023,12/3/2026,Second,20611.52744,4,2,15.57804687,Worn Out,Worn Out,1
Truck,68730.36138,Good,3,4,Petrol,Manual,2500,153388.4757,6/11/2023,10/2/2026,First,23540.89074,6,3,11.28098363,Good,Worn Out,1
Truck,66433.97982,Poor,3,9,Petrol,Manual,2000,8857.297309,30/9/2023,30/9/2024,Third,9752.956107,9,1,15.75853998,New,New,1
Truck,38595.86571,Average,3,2,Electric,Manual,2000,127465.4052,8/12/2023,29/5/2024,First,6628.872709,6,2,19.04284654,New,Good,1
Truck,50109.80961,Average,1,6,Diesel,Manual,1000,5193.614428,24/5/2023,9/10/2024,Third,26153.8764,10,1,11.04897889,Good,New,1
Truck,73696.56057,Poor,4,8,Diesel,Manual,800,64603.47601,23/8/2023,7/2/2026,Second,27056.68252,4,0,11.29698466,Worn Out,New,1
Truck,71211.0479,Good,5,10,Electric,Automatic,1500,134645.8845,10/8/2023,28/10/2025,First,8624.547545,7,0,16.48411509,Good,Good,1
Truck,50976.25278,Poor,5,7,Electric,Manual,1000,114481.1982,12/4/2023,16/10/2025,Second,16094.48714,5,2,17.70402829,Worn Out,New,1
Truck,35164.46762,Average,2,2,Electric,Automatic,2500,112835.9671,16/5/2023,28/12/2024,Second,17440.1716,2,0,17.21004433,Good,Good,1
Truck,56154.34812,Average,4,4,Diesel,Manual,1000,76538.43304,29/8/2023,18/9/2025,First,22294.23317,5,2,17.68416721,Worn Out,New,1
Truck,70639.51605,Poor,3,7,Petrol,Manual,800,100487.6874,26/12/2023,10/7/2024,First,23292.65678,3,3,15.38706941,Good,Good,1
Truck,71419.97025,Average,4,6,Electric,Manual,1000,124999.0832,28/2/2024,3/2/2026,Second,10064.96045,1,2,11.02719081,Good,Good,1
Truck,77498.62718,Poor,5,1,Petrol,Automatic,2500,5355.357882,3/6/2023,15/1/2025,Second,23001.00031,1,0,11.76424242,New,Good,1
Truck,64270.86813,Poor,3,5,Diesel,Manual,1000,93249.55946,30/11/2023,27/7/2025,Third,12256.10807,8,1,15.49591073,Good,Worn Out,1
Truck,54290.93478,Poor,4,1,Diesel,Manual,800,89106.72157,2/7/2023,12/6/2025,Third,14335.76921,8,1,14.69529397,Worn Out,New,1
Truck,59883.62968,Poor,0,10,Electric,Manual,800,109396.1048,15/2/2024,17/1/2026,Second,12379.60319,8,2,15.62554293,Worn Out,Good,1
Truck,31814.00887,Poor,1,8,Petrol,Automatic,2000,112825.8761,9/8/2023,18/4/2025,Third,16178.81507,9,1,19.31660832,Worn Out,Worn Out,1
Truck,60631.24921,Poor,1,1,Diesel,Manual,2000,111746.2762,30/11/2023,25/5/2024,Third,23849.30621,10,1,14.62334658,Good,Worn Out,1
Truck,40364.94624,Good,2,3,Electric,Manual,800,120775.6077,18/12/2023,6/3/2025,First,30716.09091,8,2,17.49699818,Good,Good,1
Truck,59226.77024,Average,2,1,Petrol,Manual,1000,74726.94432,14/9/2023,9/12/2025,Third,28516.48202,9,3,11.33678245,Good,Good,1
Truck,32752.80155,Poor,1,6,Diesel,Manual,1000,138720.7844,20/2/2024,27/9/2025,First,8458.809023,10,2,12.67628554,Worn Out,Worn Out,1
Truck,54999.14967,Poor,2,8,Diesel,Manual,2500,137238.559,16/4/2023,19/4/2025,First,11593.21879,3,3,14.66719179,New,Worn Out,1
Truck,60371.04833,Good,4,7,Electric,Automatic,1000,86054.16172,4/5/2023,5/5/2024,Second,29705.58576,9,0,19.72858303,New,New,1
Truck,56737.81879,Good,4,7,Petrol,Manual,800,150173.789,28/2/2024,13/2/2025,Third,14137.46157,9,1,15.36387078,New,Good,1
Truck,74445.4135,Poor,5,4,Petrol,Manual,800,22214.61661,3/9/2023,12/11/2025,First,24211.70778,6,0,14.60736858,Worn Out,Worn Out,1
Truck,58949.07908,Good,3,2,Diesel,Manual,800,141179.494,16/2/2024,5/9/2024,Third,28535.52008,6,1,16.21245656,Worn Out,New,1
Truck,65285.73945,Average,4,5,Petrol,Manual,1500,2353.388855,19/11/2023,8/3/2025,Third,15674.4968,7,0,13.95260226,Good,Worn Out,1
